threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),threadview_response_body_link href,threadview_response_body_link,notranslate (3),threadview_response_body_link href (2),threadview_response_body_link (2),res_id href,res_id,notranslate (4),js-response,notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href,notranslate (18),notranslate (19)
"垢版
|
0300 名無しどんぶらこ 2025/11/24(月) 18:23:29.93",https://donguri.5ch.net/,垢版,|,,">>295  
事後処理できないなら石破さんに戻ってきてもらえ",,,>>295,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:eSnYaHTE0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0301 名無しどんぶらこ 2025/11/24(月) 18:23:41.88",https://donguri.5ch.net/,垢版,|,,いまだに戦艦があると思ってた軍事ド素人のバカ市さん,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:utxiwJGu0(2/3),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0302 名無しどんぶらこ 2025/11/24(月) 18:23:47.13",https://donguri.5ch.net/,垢版,|,,"出発前は服選びに数時間費やす   

サミットには1時間遅刻して首脳宣言採択時には不在   
夕食会は「翌日以降の準備をするため」出席見送り   

中国首相と会話する機会はなかった",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:oJ5AnpoB0(2/3),,4,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0303 名無しどんぶらこ 2025/11/24(月) 18:24:11.79",https://donguri.5ch.net/,垢版,|,,">>302  
李強首相、G20で高市首相の「視線」かいくぐり続け　ちょっとでも視線があって微笑むとアウト...命令した人は [11/24] [昆虫図鑑★]
李强总理继续绕过高市总理在 G20 的“目光”中走动，只要有一点点目光和微笑，那就完了...... 下达命令的人 [11/24] [昆虫百科全书★]
https://lavender.5ch...ews4plus/1763969878/",李强总理继续绕过高市总理在 G20 的“目光”中走动，只要有一点点目光和微笑，那就完了...... 下达命令的人 [11/24] [昆虫百科全书★],https://lavender.5ch.net/test/read.cgi/news4plus/1763969878/,https://lavender.5ch...ews4plus/1763969878/,,,>>302,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:+eg0+kNz0(4/5),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0304 名無しどんぶらこ 2025/11/24(月) 18:24:23.05",https://donguri.5ch.net/,垢版,|,,">>301
原子力潜水艦は海自幹部に即座に否定されてたな",,,>>301,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:90elsY4N0(5/10),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0305 名無しどんぶらこ 2025/11/24(月) 18:24:39.24",https://donguri.5ch.net/,垢版,|,,">>300  
また実質中国の属国になるのは75％の国民が嫌がってるので",,,>>300,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:LIs99FwG0(9/20),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0306 名無しどんぶらこ 2025/11/24(月) 18:24:55.73",https://donguri.5ch.net/,垢版,|,,">>304  
世界の海に展開するわけでもないのに空母とか原潜とかまあ頭おかしいからな",,,>>304,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:3balHaOt0(4/5),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0307 名無しどんぶらこ 2025/11/24(月) 18:26:06.32",https://donguri.5ch.net/,垢版,|,,１ドル１５７円　とか最悪の円安だぞ、これ放置するのは中国に戦争売りつけてるよりも酷いぞ。,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:mFeKZyth0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0308 名無しどんぶらこ 2025/11/24(月) 18:26:07.00",https://donguri.5ch.net/,垢版,|,,"スーパーの前に繋がれたチワワのように控え室でブルブル震えてたんだろうな   
一国のトップの器じゃねえんだよ   
とっとと辞任しろ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:utxiwJGu0(3/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0309 名無しどんぶらこ 2025/11/24(月) 18:26:24.54",https://donguri.5ch.net/,垢版,|,,世界は、中国がいつものように嫌がらせしていて、日本が真摯に向き合わないから勝手に発狂しているだけと思ってんよ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:SSECoM3E0(1/2),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0310 名無しどんぶらこ 2025/11/24(月) 18:27:20.17",https://donguri.5ch.net/,垢版,|,,石破だったら中国どころか誰とも懇談せず、独りでスマホいじっていたと思う,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:SSECoM3E0(2/2),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0311 名無しどんぶらこ 2025/11/24(月) 18:27:40.30",https://donguri.5ch.net/,垢版,|,,脱シナ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:2ACSE8Lo0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0312 名無しどんぶらこ 2025/11/24(月) 18:27:50.64",https://donguri.5ch.net/,垢版,|,,">>306  
核ミサイル搭載するんだから   
長期潜らせる間日本から遠くの離れたどこにいるかわからないのに原潜合った方がいいだろうよ",,,>>306,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:LIs99FwG0(10/20),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0313 名無しどんぶらこ 2025/11/24(月) 18:28:25.88",https://donguri.5ch.net/,垢版,|,,"中国共産党は人治主義で腐敗してるかもしれんけど   
上層部は頭脳抜群ぞろいだろ   
そこが日本と違うんだわ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:5WD2b9z30(4/12),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0314 名無しどんぶらこ 2025/11/24(月) 18:28:31.54",https://donguri.5ch.net/,垢版,|,,"自分で自分のケツも拭けない総理大臣とか   
情けなすぎて草",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Inxans6w0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0315 名無しどんぶらこ 2025/11/24(月) 18:28:42.77",https://donguri.5ch.net/,垢版,|,,"アルボ氏、トランプ氏への世界的な非難に加わる   
ジョセフ・オルブリヒト・パーマー   
2025年11月23

アンソニー・アルバネーゼ氏は、G20南アフリカ訪問の最後で、共同声明の中で、世界的な気候変動対策と自由貿易へのオーストラリアの取り組みを改めて約束したが、これはドナルド・トランプ大統領を非難するものと広く見なされている   
ワシントンからの反発の可能性について問われたアルバネーゼ氏は、宣言は「ここに参加しているすべての国が署名した」と述べ、米国の不在を強調した。   

「そしてオーストラリアは主権国家として、自国の国益に基づいて決定を下す」と彼は述べた。   

「オーストラリアは気候変動対策に関心があり、貿易にも関心がある。」   

「我が国は貿易国家であり、雇用の4分の1は貿易に依存しています。   

「ですから、自由で公正な貿易を支持することは何も珍しいことではありません。」   
https://au.news.yaho...ebuke-032253332.html",,https://au.news.yahoo.com/albo-joins-global-trump-rebuke-032253332.html,https://au.news.yaho...ebuke-032253332.html,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:PecluH7L0(2/9),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0316 名無しどんぶらこ 2025/11/24(月) 18:29:08.87",https://donguri.5ch.net/,垢版,|,,虎の威を借る狐のくせに態度がデカいよ婆さん…現場で戦争する兵士の身になれ。,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vxlyjcMK0(1/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0317 名無しどんぶらこ 2025/11/24(月) 18:29:38.08",https://donguri.5ch.net/,垢版,|,,"会話する気もなかったのにねw   
まぁチャイナが避けてるから   
しょうがない",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:5xlrUeUY0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0318 名無しどんぶらこ 2025/11/24(月) 18:29:51.66",https://donguri.5ch.net/,垢版,|,,"高市は中国語の通訳を帯同せず(笑)   
最初から中国無視",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AgaU7lf40(1/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0319 名無しどんぶらこ 2025/11/24(月) 18:29:52.70",https://donguri.5ch.net/,垢版,|,,"チョン見りゃ分かるだろ   
謝ったら最後   
死ぬまでつけ込まれる",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:IFJ3By8z0(7/9),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0320 名無しどんぶらこ 2025/11/24(月) 18:29:54.12",https://donguri.5ch.net/,垢版,|,,">>310  
それで無能な働き者は国際問題作って自作自演の大騒ぎしてんだろ。冴えないよなぁ。",,,>>310,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:/esm5s3F0(3/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0321 名無しどんぶらこ 2025/11/24(月) 18:29:58.46",https://donguri.5ch.net/,垢版,|,,"つまり遅刻も夕食会欠席もわざと機会を作らないため   
丁寧な無視が徹底されていますね",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:UhTqnPy30(1/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0322 名無しどんぶらこ 2025/11/24(月) 18:30:05.90",https://donguri.5ch.net/,垢版,|,,">>309  
日本に真摯に対応してほしいとも思ってないと思うよ   
中国が拳下ろせない制裁を眺めて   
自分らの国もやられた時に見習おうと思ってるんじゃない？",,,>>309,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:LIs99FwG0(11/20),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0323 名無しどんぶらこ 2025/11/24(月) 18:30:43.71",https://donguri.5ch.net/,垢版,|,,キャンキャン吠えるだけの基地外中国は無視に限る,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AgaU7lf40(2/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0324 名無しどんぶらこ 2025/11/24(月) 18:30:58.99",https://donguri.5ch.net/,垢版,|,,">>314  
壺市「ピョンピョン〜〜トラ様カモォーンンン…」   
トラ様「81兆円貰ったから用済みだ」",,,>>314,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vxlyjcMK0(2/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0325 名無しどんぶらこ 2025/11/24(月) 18:31:00.90",https://donguri.5ch.net/,垢版,|,,時間をかけて日本に色々と制裁加えて実験したい中国を見事にアシストするんだな,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vIqw2hE60(1/2),,2,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0326 名無しどんぶらこ 2025/11/24(月) 18:31:10.84",https://donguri.5ch.net/,垢版,|,,">>302  
お腹痛いとか適当な理由言っときゃいいのに   
翌日の準備て酷い理由だな   
みんな都合つけて出席してんだよ",,,,,,>>302,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:t0pBG74g0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0327 名無しどんぶらこ 2025/11/24(月) 18:31:31.15",https://donguri.5ch.net/,垢版,|,,"これトランプショックのトリプル安と同じく   
中国が日本売りしてるな",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:+eg0+kNz0(5/5),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0328 名無しどんぶらこ 2025/11/24(月) 18:31:58.03",https://donguri.5ch.net/,垢版,|,,中国はもうキャンキャン吠えるネタがなくなってもう笑で日本人の関心を買うしかない,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AgaU7lf40(3/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0329 名無しどんぶらこ 2025/11/24(月) 18:32:12.98",https://donguri.5ch.net/,垢版,|,,">>312  
その潜水艦はどこで建造するのかな？   
核ミサイルはどこで作るのかな？   
母港はどこ？",,,>>312,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:90elsY4N0(6/10),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0330 名無しどんぶらこ 2025/11/24(月) 18:32:37.97",https://donguri.5ch.net/,垢版,|,,中国の報復、クレヨンしんちゃんとパンダ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AgaU7lf40(4/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0331 名無しどんぶらこ 2025/11/24(月) 18:33:23.96",https://donguri.5ch.net/,垢版,|,,"とりあえずちょっとだけ下手に出て   
実質なにも謝っていないようなことをぐたぐた言って   
お茶を濁せばいいのではないか？",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:jCWha93A0(2/2),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0332 名無しどんぶらこ 2025/11/24(月) 18:33:47.45",https://donguri.5ch.net/,垢版,|,,高市首相の答弁を「失言」とか騒いでいるのは中国とそのシンパ立憲、公明党、マスコミ、石破だけ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:UhTqnPy30(2/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0333 名無しどんぶらこ 2025/11/24(月) 18:33:54.50",https://donguri.5ch.net/,垢版,|,,パンダにプーさんの袋被せて首をかききってやってもいいかもね,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:saZkmUDO0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0334 名無しどんぶらこ 2025/11/24(月) 18:34:05.11",https://donguri.5ch.net/,垢版,|,,">>327  
中国債権買われないドル足りないプラス日本も円安だよ",,,>>327,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:5UmuLJu+0(3/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0335 名無しどんぶらこ 2025/11/24(月) 18:34:34.36",https://donguri.5ch.net/,垢版,|,,">>292  
もろビーバップで笑った   
高市はあれみてビビったんだろうな   
日本の外務省が頭下げててカバン持ちやりそうな雰囲気だった",,,>>292,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:/tLyNXso0(2/2),,2,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0336 名無しどんぶらこ 2025/11/24(月) 18:34:41.12",https://donguri.5ch.net/,垢版,|,,壺封じ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:PecluH7L0(3/9),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0337 名無しどんぶらこ 2025/11/24(月) 18:35:03.78",https://donguri.5ch.net/,垢版,|,,">>1
こういうのは自分から話しかけないと   
まってても相手は話しかけてこないよ？",,,>>1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:0iv96PSH0(1/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0338 名無しどんぶらこ 2025/11/24(月) 18:35:54.74",https://donguri.5ch.net/,垢版,|,,"表向きそう言ってるだけで   
内心は喜んでるんだぞ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:phYDh0B10,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0339 名無しどんぶらこ 2025/11/24(月) 18:35:58.99",https://donguri.5ch.net/,垢版,|,,">>331  
なんでこっちが下手に出なくちゃならないんだよｗ   
逆だろ",,,>>331,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:IFJ3By8z0(8/9),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0340 名無しどんぶらこ 2025/11/24(月) 18:36:12.96",https://donguri.5ch.net/,垢版,|,,">>325  
制裁になってねーもんな   
困りそうなのは中国の旅行関係の会社ばかりだし   
これからまだやるんなら   
日本の電子部品とか化学製品とか禁輸したら数えきれないほどあるので   
手始めは河野家が売ってる太陽光パネルの端子   
たぶん大した技術じゃないんだろうけど   
それでもすぐに代用する端子を作るようになるには何年かかかる",,,>>325,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:LIs99FwG0(12/20),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0341 名無しどんぶらこ 2025/11/24(月) 18:37:13.41",https://donguri.5ch.net/,垢版,|,,この言い訳世間じゃ通じないやつやん,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:rOMQSwdO0   ID：rOMQSwdO0,ID：rOMQSwdO0,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0342 名無しどんぶらこ 2025/11/24(月) 18:37:46.23",https://donguri.5ch.net/,垢版,|,,">>326  
マウント取れる服を探すのに忙しんじゃね？   
その準備のためにG20の夕食会をぶっち",,,>>326,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:oJ5AnpoB0(3/3),,2,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0343 名無しどんぶらこ 2025/11/24(月) 18:39:19.96",https://donguri.5ch.net/,垢版,|,,">>302  
このムーブは始末書を書きまくってた俺の新卒時代と同じやｗｗｗ",,,,,,>>302,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:0iv96PSH0(2/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0344 名無しどんぶらこ 2025/11/24(月) 18:39:40.35",https://donguri.5ch.net/,垢版,|,,">>295  
今更撤回はすべきじゃないと思うけど失言は失言でしょ   
日米の台湾戦略から逸脱した言わないで良いこと言ってるんだから",,,>>295,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Vyqb80Zc0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0345 名無しどんぶらこ 2025/11/24(月) 18:39:46.74",https://donguri.5ch.net/,垢版,|,,">>342  
夕食会バックレて何処でマウント取る気なんだ⋯",,,>>342,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:dtS2/XPS0(3/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0346 名無しどんぶらこ 2025/11/24(月) 18:39:48.22",https://donguri.5ch.net/,垢版,|,,"壺市「何かあったら、トラ様にお仕置きして貰うんだからね〜ピョンピョン〜」   

中共「BBA〜調子こくなよっ〜金魚のフンのくせに〜ハンドポケット」   

壺市「81兆円の用心棒のトラ様ァァン〜カモン〜ピョンピョン〜」   

トラ様「…マジで勘弁してくれやw型落ちの武器なら改めて高値で売ってやんよw」   

壺市「」",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vxlyjcMK0(3/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0347 名無しどんぶらこ 2025/11/24(月) 18:40:20.06",https://donguri.5ch.net/,垢版,|,,会話する気がなかった,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vtpTPBMy0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0348 名無しどんぶらこ 2025/11/24(月) 18:40:55.11",https://donguri.5ch.net/,垢版,|,,陰キャで草,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:XARxCP2b0(1/9),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0349 名無しどんぶらこ 2025/11/24(月) 18:41:48.27",https://donguri.5ch.net/,垢版,|,,">>325  
囚人を少しづつ切り刻んで苦しませて処刑するとか   
中国のお家芸だよな",,,>>325,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:5WD2b9z30(5/12),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0350 名無しどんぶらこ 2025/11/24(月) 18:41:53.01",https://donguri.5ch.net/,垢版,|,,">>302  
あれ？ひたすら逃げ回っていたのかピョンピョン壺市w",,,,,,>>302,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vxlyjcMK0(4/4),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0351 名無しどんぶらこ 2025/11/24(月) 18:43:14.29",https://donguri.5ch.net/,垢版,|,,"過去1、糞   
もう、消えてなくなってくれ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:IXK5qcJV0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0352 名無しどんぶらこ 2025/11/24(月) 18:43:15.84",https://donguri.5ch.net/,垢版,|,,">>342  
小野田と片山も着てたけど   
シルバーのジャケットな   
来年の流行になりそうなので経済効果がある大事なお仕事",,,>>342,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:LIs99FwG0(13/20),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0353 名無しどんぶらこ 2025/11/24(月) 18:43:34.80",https://donguri.5ch.net/,垢版,|,,">>335  
高市はあの手の不良全盛期だから刺さる世代だわな   
中国がリサーチ済みだったら無駄にすごくてウケるわ",,,>>335,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vIqw2hE60(2/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0354 名無しどんぶらこ 2025/11/24(月) 18:44:02.28",https://donguri.5ch.net/,垢版,|,,"1時間遅刻する   
夕食会から逃げる   

？？？「会話する機会なかった」",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:wtZS83ap0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0355 名無しどんぶらこ 2025/11/24(月) 18:44:12.80",https://donguri.5ch.net/,垢版,|,,"官僚がその下地作りができなかったという話かと   

どうしても話したきゃ、   
同じ舞台の数ｍ先に相手いたんだから、少しだけ歩けばいいだけｗ   

まあ、下地ができてないところで   
それやるのは大博打だけどね",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:rF1LRV3y0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0356 名無しどんぶらこ 2025/11/24(月) 18:45:38.69",https://donguri.5ch.net/,垢版,|,,金正恩とも会うつもりないんやろな,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Soxm+gZP0(3/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0357 名無しどんぶらこ 2025/11/24(月) 18:46:04.48",https://donguri.5ch.net/,垢版,|,,公明党が愛想をつかして逃げたからな,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:5WD2b9z30(6/12),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
