threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),threadview_response_body_link href,threadview_response_body_link,highlight,res_id href,res_id,notranslate (8),js-response,notranslate (9),notranslate (10),notranslate (11),threadview_response_body_link (2),js-ng-setting href,js-response href,threadview_response_body_link href (2),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),notranslate (18),notranslate (19),notranslate (20),notranslate (21),notranslate (22),notranslate (23)
"垢版
|
0306 名無しどんぶらこ 2025/11/24(月) 00:12:01.35",https://donguri.5ch.net/,垢版,|,第一条岛链是日本的主权线,"第一列島線は日本の主権線ヤー    第一条岛链是日本的主权线
この島に男はおらへんのかぃっ💢❕    这岛上有💢❕男人吗？
キンタマ付いとんのかい???    京海和金玉???
Lebensraumを死守せよ❕    保卫❕生存空间
東トルキスタン、チベット、内モンゴルを解放せよ　不要亡了❕通州日本人大虐殺
解放东突厥斯坦、西藏和内蒙古通州❕日本大屠杀
VCP狂産暴力党を退治せよ👊🤬    消灭👊🤬 VCP 疯狂暴力党
害獣鬼畜死ナ畜どもを大量に殺せ❕    杀❕死大量害虫、野蛮人和动物。
鬼畜死ナチ玖が地球上に存在するのはアホやと思う
我觉得残暴的纳粹存在于地球上很愚蠢。
　　　 ＿🦌＿
　　 ／三ミ三ミ＼    /三美三美\
　 ／ミミ🇯🇵三ヾ＼    /三🇯🇵咪
　/ﾉ／^ﾞ⌒ﾞ⌒ヾミ　ﾍ    /ノ/^゙⌒゙⌒ヾ mi he
　ﾚ｜　　　　　＼ヾ｜
　ﾚｲ ⌒＼　／⌒ ｜|｜
　Ｖ(👁ヽ　ィ👁)｜ﾍ/    V（👁ヽ Tİ 👁 ）|HE/
　(Y　　｜　　　 ﾚ｜
（Y | レ|
　O|　　(＿　　　Oﾉ
O|（_ Oノ
　 ヽ 〈 🫦 〉 从
　 ／＼　￣　／ ∧
　/　　)`―-′ /|｜
　＼　/８　　 / | ＼
\ /8 / |＼
　/｜｜ ﾟ∞∞/ ノ
/|| ゚∞∞/ ノ
覚醒めよSAMURAI　やるのよ いてまえ
醒来吧，武士，我要去做了。
by サナエット・タカイッチャー総統    作者：萨纳耶特·塔凯彻
卍✋卍✋卍✋卍✋卍✋卍✋卍✋    ✋ ✋ ✋ ✋ ✋ ✋ 卍字✋，s
🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🏺🍯
極超音速遺憾砲をぶち込めやー    扔出一门高超音速后悔炮
https//pbs.twimg.com/media/D3OOT1mUgAAa1UN.jpg
https//youtu.be/RLGxpM3zLVE?si=Ga9Up1OAbBy59LBYhttps//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
https//youtu.be/RLGxpM3zLVE？si=Ga9Up1OAbBy59LBYhttpsvideo.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4？tag=12
https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4？tag=12
http//video.twimg.com/ext_tw_video/1834911636693696512/pu/vid/avc1/720x1278/5h08EcKGTQDxwi72.mp4",这岛上有💢❕男人吗？,京海和金玉???,保卫❕生存空间,解放东突厥斯坦、西藏和内蒙古通州❕日本大屠杀,消灭👊🤬 VCP 疯狂暴力党,杀❕死大量害虫、野蛮人和动物。,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:g0Mw2Gux0  编号：g0Mw2Gux0,编号：g0Mw2Gux0,,我觉得残暴的纳粹存在于地球上很愚蠢。,/三美三美\,/三🇯🇵咪,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,/ノ/^゙⌒゙⌒ヾ mi he,V（👁ヽ Tİ 👁 ）|HE/,（Y | レ|,O|（_ Oノ,\ /8 / |＼,/|| ゚∞∞/ ノ,醒来吧，武士，我要去做了。,作者：萨纳耶特·塔凯彻,✋ ✋ ✋ ✋ ✋ ✋ 卍字✋，s,扔出一门高超音速后悔炮,https//youtu.be/RLGxpM3zLVE？si=Ga9Up1OAbBy59LBYhttpsvideo.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4？tag=12,https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4？tag=12
"垢版
|
0307 名無しどんぶらこ 2025/11/24(月) 00:12:53.51",https://donguri.5ch.net/,垢版,|,,"日本の真の敵は豪州   
https://kako.5ch.net...iplomacy/1202374067/",,,,,,,https://kako.5ch.net/test/read.cgi/diplomacy/1202374067/,https://kako.5ch.net...iplomacy/1202374067/,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:pdQC1Uuq0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0308 名無しどんぶらこ 2025/11/24(月) 00:13:04.36",https://donguri.5ch.net/,垢版,|,,オーストコリアのハニトラかかった共産主義者やろ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:S9Tbd8X50,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0309 名無しどんぶらこ 2025/11/24(月) 00:14:45.42",https://donguri.5ch.net/,垢版,|,,中共シンパホイホイだな,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:QB6LohzR0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0310 名無しどんぶらこ 2025/11/24(月) 00:15:34.16",https://donguri.5ch.net/,垢版,|,,">>1
もしかして、これで日本とオーストラリアのレアアースサプライチェーンとQuadにクサビを打とうとか思ってんの？   
そりゃレアアースサプライチェーン作られたら困るもんなwww",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:kJqiQ3KZ0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0311 名無しどんぶらこ 2025/11/24(月) 00:17:03.61",https://donguri.5ch.net/,垢版,|,,"2025.10.4
【高市早苗新総裁】就任会見で「自公連立が基本中の基本です」 ★2   
https://asahi.5ch.ne.../newsplus/1759578386

　 ↑
ただの親中派（親台親韓反日ニヤニヤ似非保守リアル左翼偽日本人嘘吐きサイコパス安倍鳩山菅じじ石破のコピー反米ヘラヘラ事大主義トカゲ婆ぁスパイ外人）じゃなきゃこんなこと言わないよな",,,,,,,https://asahi.5ch.net/test/read.cgi/newsplus/1759578386,https://asahi.5ch.ne.../newsplus/1759578386,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:5hUw1FXq0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0312 名無しどんぶらこ 2025/11/24(月) 00:17:24.83",https://donguri.5ch.net/,垢版,|,,"クアッドの時はペコついてるくせにチクッと刺されたらオーストコリア扱いw   
お前らって本当節操がないよな",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:gpzi64+z0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0313 名無しどんぶらこ 2025/11/24(月) 00:17:51.59",https://donguri.5ch.net/,垢版,|,,"この「オーストラリア市民党」とかいう政党、調べたら陰謀論を唱えてる弱小マイナー政党じゃんᴡ   
https://en.wikipedia...alian_Citizens_Party

そんな奴らの主張にすがるしかないとか、惨め過ぎて笑えるな",,,,,,,https://en.wikipedia.org/wiki/Australian_Citizens_Party,https://en.wikipedia...alian_Citizens_Party,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:PsQlxELH0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0314 名無しどんぶらこ 2025/11/24(月) 00:19:31.22",https://donguri.5ch.net/,垢版,|,,"勘違いしてる人も居るようだけど、豪州は反中国だぞ   
昔は蜜月関係だったけど中国が豪州政治に裏で介入してた事がバレて一気に反中に傾いた   
今はそれほど対立してる訳じゃないようだけど",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:zBUuRO+c0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0315 名無しどんぶらこ 2025/11/24(月) 00:19:41.41",https://donguri.5ch.net/,垢版,|,,中国のスパイに言わせただけだろ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:m8pmrrSc0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0316 名無しどんぶらこ 2025/11/24(月) 00:21:33.26",https://donguri.5ch.net/,垢版,|,,オーストラリアとか元から反日じゃん,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:UlOttiKv0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0317 名無しどんぶらこ 2025/11/24(月) 00:21:47.63",https://donguri.5ch.net/,垢版,|,,"日本は世界の敵国だから   
仕方ないね",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:0OgIXT7w0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0318 名無しどんぶらこ 2025/11/24(月) 00:23:37.31",https://donguri.5ch.net/,垢版,|,,"日本で言ったら社民党みたいな感じか   
あれでも社民党ってまだ政党扱いだったけか",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:IbIVT66j0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0319 名無しどんぶらこ 2025/11/24(月) 00:23:54.06",https://donguri.5ch.net/,垢版,|,,オージービーフ不買してやる＞信者,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:iWblxuyC0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0320 名無しどんぶらこ 2025/11/24(月) 00:24:34.92",https://donguri.5ch.net/,垢版,|,,んで日本の味方は？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:B+SVCt7P0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0321 名無しどんぶらこ 2025/11/24(月) 00:25:08.78",https://donguri.5ch.net/,垢版,|,,"Fucking Takaichi!   
from Australia",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:w4qDn9LU0  编号：w4qDn9LU0,编号：w4qDn9LU0,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0322 名無しどんぶらこ 2025/11/24(月) 00:25:48.37",https://donguri.5ch.net/,垢版,|,,"日本人は歴史を反省してないから中国に痛い目に遭わせてもらえよ   
中国は優しすぎるのでやめてくれたが日本人共は今回戦争に駆り出されるかもと相当焦ってたぞ",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:425qqTQ50,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0323 名無しどんぶらこ 2025/11/24(月) 00:27:30.67",https://donguri.5ch.net/,垢版,|,,"「市民党」「委員長」   
共産圏の語彙すぎる   
ロバートなんちゃらってのも中華系移民でしたってオチなんじゃねーの？   
妻が中華系とか",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:oTs1uEWS0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0324 名無しどんぶらこ 2025/11/24(月) 00:30:23.47",https://donguri.5ch.net/,垢版,|,,朝鮮的言い回しだね,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:jADTlcgN0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0325 名無しどんぶらこ 2025/11/24(月) 00:31:16.27",https://donguri.5ch.net/,垢版,|,,どこかと思ったらwww,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:kAUX9RGS0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0326 名無しどんぶらこ 2025/11/24(月) 00:32:41.88",https://donguri.5ch.net/,垢版,|,,"G20ではババアの余計な一言もなく無事に閉幕して良かった   
久々に枕を高くして寝れそうです",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:h+2dh7rD0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0327 名無しどんぶらこ 2025/11/24(月) 00:35:48.72",https://donguri.5ch.net/,垢版,|,,だれ？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:D8m8/CSs0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0328 名無しどんぶらこ 2025/11/24(月) 00:36:24.44",https://donguri.5ch.net/,垢版,|,,中国ゴキブリを駆除したら、２万円給付するべきだろう,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:g2QICOBv0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0329 名無しどんぶらこ 2025/11/24(月) 00:36:50.63",https://donguri.5ch.net/,垢版,|,,誰？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:Y8I5gnHq0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0330 名無しどんぶらこ 2025/11/24(月) 00:37:52.53",https://donguri.5ch.net/,垢版,|,,">>1
新華社通信",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:phYDh0B10  编号：phYDh0B10,编号：phYDh0B10,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0331 名無しどんぶらこ 2025/11/24(月) 00:39:16.45",https://donguri.5ch.net/,垢版,|,,">>1
マジでお前誰だよ、その辺のおっちゃんだろw",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:TIlqv+Ui0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0332 名無しどんぶらこ 2025/11/24(月) 00:42:24.19",https://donguri.5ch.net/,垢版,|,,">>1
オーストラリア市民党    澳大利亚公民党
反米親中　議席０のマイナー政党   
https://japanese.cri...3c-309cbda6215c.html",澳大利亚公民党,,,,,,https://japanese.cri.cn/20210412/705ad8ee-bceb-e146-7e3c-309cbda6215c.html,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:5hmoIhU90,,,,,,https://japanese.cri...3c-309cbda6215c.html,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0333 名無しどんぶらこ 2025/11/24(月) 00:43:58.03",https://donguri.5ch.net/,垢版,|,,"無名の自称政党でニュースにするアホはどこかと思ったら納得   

新華社（しんかしゃ）は、中華人民共和国の国営通信社である。   

中国追い詰められすぎじゃね？",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:LRLtYIDr0,,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0334 名無しどんぶらこ 2025/11/24(月) 00:44:36.48",https://donguri.5ch.net/,垢版,|,,オーストラリアから矢が飛んできたのか,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:8BF2RiD40,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0335 名無しどんぶらこ 2025/11/24(月) 00:44:40.04",https://donguri.5ch.net/,垢版,|,,"日本は中国に侵攻して中国人を虐殺した過去を   
思い出せ",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ChrA8sqW0(1/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0336 名無しどんぶらこ 2025/11/24(月) 00:44:50.91",https://donguri.5ch.net/,垢版,|,,">>333  
日本は中国に侵攻して中国人を虐殺した過去を   
思い出せ",,,,,,,,>>333,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ChrA8sqW0(2/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0337 名無しどんぶらこ 2025/11/24(月) 00:45:14.45",https://donguri.5ch.net/,垢版,|,,"日中戦争（1937年〜1945年）による中国人犠牲者の総数について日中戦争（1937年〜1945年）による中国人犠牲者の総数については、研究者や資料によって推定値に幅がありますが、数千万人に及ぶとされています。    
中国政府の公式見解では、日中戦争による中国側の軍人・民間人を合わせた死傷者数は3500万人、うち死者数は2000万人と推定されています。    
研究者による主な推定値は以下の通りです。    
* 総死者数: 1400万人から2000万人以上。   
* 軍人の死者数: 300万人から400万人。   
* 民間人の死者数: 1200万人以上。 
これらの数字には、戦闘による死者だけでなく、戦争が原因で発生した飢餓や病気による死者も含まれています   

日本の過去の悪行を帳消しにしてドヤ顔する高市は総理の資質が皆無だから辞任するべき",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ChrA8sqW0(3/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0338 名無しどんぶらこ 2025/11/24(月) 00:46:05.51",https://donguri.5ch.net/,垢版,|,,"過去に中国に侵攻して中国人を虐殺した日本人は   
島国でおとなしくしているべき",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ChrA8sqW0(4/6),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0339 名無しどんぶらこ 2025/11/24(月) 00:46:18.47",https://donguri.5ch.net/,垢版,|,,">>338  
日中戦争（1937年〜1945年）による中国人犠牲者の総数について日中戦争（1937年〜1945年）による中国人犠牲者の総数については、研究者や資料によって推定値に幅がありますが、数千万人に及ぶとされています。    
中国政府の公式見解では、日中戦争による中国側の軍人・民間人を合わせた死傷者数は3500万人、うち死者数は2000万人と推定されています。    
研究者による主な推定値は以下の通りです。    
* 総死者数: 1400万人から2000万人以上。   
* 軍人の死者数: 300万人から400万人。   
* 民間人の死者数: 1200万人以上。 
これらの数字には、戦闘による死者だけでなく、戦争が原因で発生した飢餓や病気による死者も含まれています   

日本の過去の悪行を帳消しにしてドヤ顔する高市は総理の資質が皆無だから辞任するべき",,,,,,,,>>338,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ChrA8sqW0(5/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0340 名無しどんぶらこ 2025/11/24(月) 00:46:41.90",https://donguri.5ch.net/,垢版,|,,">>333  
日中戦争（1937年〜1945年）による中国人犠牲者の総数について日中戦争（1937年〜1945年）による中国人犠牲者の総数については、研究者や資料によって推定値に幅がありますが、数千万人に及ぶとされています。    
中国政府の公式見解では、日中戦争による中国側の軍人・民間人を合わせた死傷者数は3500万人、うち死者数は2000万人と推定されています。    
研究者による主な推定値は以下の通りです。    
* 総死者数: 1400万人から2000万人以上。   
* 軍人の死者数: 300万人から400万人。   
* 民間人の死者数: 1200万人以上。 
これらの数字には、戦闘による死者だけでなく、戦争が原因で発生した飢餓や病気による死者も含まれています   

日本の過去の悪行を帳消しにしてドヤ顔する高市は総理の資質が皆無だから辞任するべき",,,,,,,,>>333,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:ChrA8sqW0(6/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0341 名無しどんぶらこ 2025/11/24(月) 00:48:14.05",https://donguri.5ch.net/,垢版,|,,"クソシナが文革で民間人虐殺した数→億超えwww   
いやー、やっぱ大陸はスケールデカいっすねぇwww   

虐殺魔のクソシナwww",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:jSwr1GOI0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0342 名無しどんぶらこ 2025/11/24(月) 00:49:07.94",https://donguri.5ch.net/,垢版,|,,"けどオールドメディアが放送や記事にすると大層な肩書きっぽいから何も知らないジジババだと、オーストラリアでも高市が非難されてるんだと刷り込まれるんだよな   

こんなどこの馬の骨かも分からん奴の独り言にw",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:TIlqv+Ui0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0343 名無しどんぶらこ 2025/11/24(月) 00:49:44.25",https://donguri.5ch.net/,垢版,|,,"＞市民党

なんか香ばしい匂いがするんだが？",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:9srctIRd0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0344 名無しどんぶらこ 2025/11/24(月) 00:49:47.00",https://donguri.5ch.net/,垢版,|,,"オーストラリア人からも、   
「アイツはCCP(中国共産党)から金貰ってプロパガンダやってる奴」   
だって指摘されてた。",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:GEQU9mkI0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0345 名無しどんぶらこ 2025/11/24(月) 00:58:52.05",https://donguri.5ch.net/,垢版,|,,市民等って検索しても出てこねーぞ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3Sqq0M5l0(1/2),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0346 名無しどんぶらこ 2025/11/24(月) 01:01:14.64",https://donguri.5ch.net/,垢版,|,,">>1
>オーストラリア市民党全国委員長   

この肩書を見るだけで、どういう属性なのか丸わかりｗ   
必死すぎだろ中国ｗ",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:Bne8xGgn0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0347 名無しどんぶらこ 2025/11/24(月) 01:01:41.40",https://donguri.5ch.net/,垢版,|,,,,,,,,,https://en.wikipedia.org/wiki/Australian_Citizens_Party,https://en.wikipedia...alian_Citizens_Party,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:hAyUl/kl0,,2,,,,>>345,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0348 名無しどんぶらこ 2025/11/24(月) 01:04:27.37",https://donguri.5ch.net/,垢版,|,,"こういう奴で高市が具体的にどのように発言したのかを正しく認識してる奴は１人もいない   
嘘つきしかいない伝言ゲームで何か過激なことを言ったことになってる",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:1aPQRlr00,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0349 名無しどんぶらこ 2025/11/24(月) 01:05:27.28",https://donguri.5ch.net/,垢版,|,,">>347  
日本では認識すらされてないのか？   
スマホだから翻訳の仕方分からんわ",,,,,,,,>>347,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:3Sqq0M5l0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0350 名無しどんぶらこ 2025/11/24(月) 01:08:05.06",https://donguri.5ch.net/,垢版,|,,">>347  

＞同党は陰謀論を推進しており、気候変動対策や先住民の土地権利に関する国際的な取り組みは、地球の人口削減を目的とした英国王室による計画の一環として、フィリップ王子が主導する意図的な詐欺であるとする主張も含まれている。[13][14] 同党は「フィリップ王子が世界自然保護基金（WWF）を通じて国家を解体しようとしており、『オーストラリアを分裂させる人種差別的な陰謀』に関与している」と信じている   

こんな党に支持されてるってマイナスでしかないんじゃ…",,,,,,,,>>347,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:oTs1uEWS0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0351 名無しどんぶらこ 2025/11/24(月) 01:12:51.16",https://donguri.5ch.net/,垢版,|,,">>32
マジかよ！   
バーウィック全国委員長ったら   

シューキンペーの１兆倍は権力があり、恐ろしい奴やん！！   

少なくともシューキンペーよりは遥かに格上の大物   
シューキンペーなんかと違ってこいつ怒らせたらヤベーよ( ´,_ゝ｀)ﾌﾟｯＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷＷ",,,,,,,,>>32,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:fqUwGaAQ0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0352 名無しどんぶらこ 2025/11/24(月) 01:13:42.14",https://donguri.5ch.net/,垢版,|,,ひろゆきも心配しとるよ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:sAsPw7u/0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
