threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),js-ng-setting href,js-response href,threadview_response_body_link (4)
"垢版
|
0325 名無しどんぶらこ 2025/11/28(金) 09:45:55.70",">>305
アメリカにしろ中国にしろ
豊田家がトヨタグループ経営権を放棄すれば済む話だからなw",,>>305,,ID:kCegNbRu0(9/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0326 名無しどんぶらこ 2025/11/28(金) 09:46:03.08",">>310
存立危機判断は集団的自衛権の発動にかかるので、日本が尖閣諸島制圧されたの場合は個別自衛権で存立危機判断しないかと。",,>>310,,ID:t2SepxQG0(6/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0327 名無しどんぶらこ 2025/11/28(金) 09:46:10.12",岡田ガーって奴は高市がかつて同じくらい執拗に質問してたことをガン無視してるのがダセーw,,,,ID:cRoYL2Da0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0328 名無しどんぶらこ 2025/11/28(金) 09:46:11.68",">>313
高市早苗の発言見てたら民主主義の議員の資格すらないただのガイジだとわかるぞ
平均的な知能があればな",,>>313,,ID:cpIE0x5z0(15/21),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0329 名無しどんぶらこ 2025/11/28(金) 09:46:12.04",">>224
あのダサいスーツは、何かの映画で日本人を懲らしめる役の格好だって
反日映画を見てるヤツラは気が付くらしいｗ",,>>224,,ID:aqKRdmhj0(3/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0330 名無しどんぶらこ 2025/11/28(金) 09:46:46.27",まーたネトウヨが壺朝鮮人の描いた劇団保守に洗脳されてる,,,,ID:9nEVNt000,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0331 名無しどんぶらこ 2025/11/28(金) 09:46:53.82",">>321
これどうにかして国民のせいに出来ねえかなムーブだよな",,>>321,,ID:nmomRxaF0(3/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0332 名無しどんぶらこ 2025/11/28(金) 09:47:02.91","中国軍による武力を伴う台湾の港湾封鎖海上封鎖に対し海自が突破を試みるころにしたなんては聞いてないしー
台湾有事で中国軍が日本にも攻めかかって来た時どうするかなんて話を高市がしてたわけじゃないしー
自民が頭高市並みなんだろ
それが頭高市に呼応するとああなるってだろー",,,,ID:UfIeXw7w0(4/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0333 名無しどんぶらこ 2025/11/28(金) 09:47:04.42","高市を必死で降ろそうとしてるあたり
数年のうちに台湾へ攻める予定だったんだろうな
中国としては政権交代させて黙認しそうな野党の方が良かったんだろう",,,,ID:g5E5oIsA0(2/2),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0334 名無しどんぶらこ 2025/11/28(金) 09:47:07.05",">>2
本当
言葉遊びやめて欲しい。

ファーストリテーリングって
日本より中国の方が店舗数多いんだぞ。
商品の約70%は中国で製産。

数年はUNIQLOのCM見なくなりそう。",,>>2,,ID:xftab+uo0(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0335 名無しどんぶらこ 2025/11/28(金) 09:47:08.69",">>315
習がトランプに泣きついたのは事実だが、トランプは撤回要求を拒否しただろｗ
だから、高市は撤回なしを閣議決定したｗ",,>>315,,ID:s9CsmoaJ0(2/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0336 名無しどんぶらこ 2025/11/28(金) 09:47:23.59",">>298
これ関係なく
中国で今後もまともに商売できると思ったら大間違いだと思うぞ

首都がこんななんだぞ
https://www.youtube..../watch?v=pmOo_aIhXZs",https://www.youtube.com/watch?v=pmOo_aIhXZs,>>298,,ID:3h4zfn+50(3/3),1,https://www.youtube..../watch?v=pmOo_aIhXZs,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0337 名無しどんぶらこ 2025/11/28(金) 09:47:24.91","だわな。
「『何も問題ない事』がマスゴミフィルターを通す事で『大問題化したように見えている』」ってだけ。
靖国参拝『問題』と同じ構図。
マスゴミフィルターは徹底的に規制すべし！",,,,ID:unisXvu40,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0338 名無しどんぶらこ 2025/11/28(金) 09:47:25.40",">>324
それな
高市の発言がなくても日本は行動できるってずっと言ってるのにバカは理解しないのよね",,>>324,,ID:At9ZNfcK0(3/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0339 名無しどんぶらこ 2025/11/28(金) 09:47:25.98",">>3
いつものヤツだよね",,>>3,,ID:rAt5KO3X0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0340 名無しどんぶらこ 2025/11/28(金) 09:47:27.26",五毛が沸いてるな,,,,ID:/r8MK9kT0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0341 名無しどんぶらこ 2025/11/28(金) 09:47:27.52",">>315
お前いくら上から「トランプが習近平を支持しているかのように世論を誘導しろ」という指示が来ているとしてもそのまま書き込むバカが居るか！",,>>315,,ID:GsNVjSzK0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0342 名無しどんぶらこ 2025/11/28(金) 09:47:30.68","台湾への軍事的行動はアメリカの軍事的行動が前提になる
自衛隊では制度的枷が多いので
一方アメリカはずっとよほどのことでない限り台湾への軍事行動での関与の可能性は曖昧にしておく感じでやってきた
更にトランプはイスラエル関連以外は世界の警察的なことには消極的
なのに高市が勝手に台湾への軍事行動を明確にするのは妥当でない
安倍も含め歴代総理ものらりくらりとぼやかしてきた

昔からこのアメリカの曖昧路線は外交問題に感心のある人には知られていたが
更に歴代総理のぼやかし答弁でここらの事情は知られてきた",,,,ID:6L+Hkgeb0(3/8),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0343 名無しどんぶらこ 2025/11/28(金) 09:47:50.51","米軍が攻撃受けたらって前提なのにメディアが勝手に武力行使をするみたいに広めるから
朝日新聞のことやが",,,,ID:Y+YGfrvd0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0344 名無しどんぶらこ 2025/11/28(金) 09:47:51.35",">>333
統一教会ネトウヨはいい加減その妄想が高市の背中を乱射してることに気付けよ",,>>333,,ID:cpIE0x5z0(16/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0345 名無しどんぶらこ 2025/11/28(金) 09:47:51.76",野田が勝手に撤回したとか言いだしたヤツ？,,,,ID:d35RXYHr0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0346 名無しどんぶらこ 2025/11/28(金) 09:47:55.41","竹島取られてヘラヘラしてる国が
尖閣取られても同じになりそうだがｗ",,,,ID:6Cak9klZ0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0347 名無しどんぶらこ 2025/11/28(金) 09:48:07.35",">>181
>>317
高市は心酔するヒトラーを真似てる

・大衆は愚か者である
・共通の敵を作り大衆を団結させよ
・敵の悪を拡大して伝え大衆を怒らせろ

昔からずっとヒトラーを賞賛してる
https://imgur.com/Gp3dJd6.jpeg
https://pbs.twimg.co...PbwAAi1iN?format=jpg",https://imgur.com/Gp3dJd6.jpeg,>>181,,ID:2qWayEoL0(4/8),1,https://imgur.com/Gp3dJd6.jpeg,https://pbs.twimg.com/media/GYdD_dPbwAAi1iN?format=jpg,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://pbs.twimg.co...PbwAAi1iN?format=jpg
"垢版
|
0348 名無しどんぶらこ 2025/11/28(金) 09:48:18.94",">>7
それ「トランプとホワイトハウスの考え」じゃなくてあなたの感想ですよね",,>>7,,ID:K966Ikfr0(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0349 名無しどんぶらこ 2025/11/28(金) 09:48:19.09","日本人の平均があまりにバカなのは分かってるから既に海外永住権で
絶滅時には笑って見物させてもらうわ
マジ引っ掛けで戦争するようなバカな同邦人は必要ない
同情心もゼロ
戦争したけりゃどうせ敗戦は決まってるからしたら？",,,,ID:cL2w+obB0(7/16),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0350 名無しどんぶらこ 2025/11/28(金) 09:48:20.29",">>334
そうなればチャイナリスクに対応できなかった経営者を責めるべきでは",,>>334,,ID:s9CsmoaJ0(3/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0351 名無しどんぶらこ 2025/11/28(金) 09:48:27.12",">>1
現代のナチス中国共産党「発言を撤回しろ！」
立憲民主党「発言を撤回しろ！」
日本共産党「発言を撤回しろ！」

第三次世界大戦を企てる現代のヒトラー習近平に三跪九叩頭の礼をしてしまう売国政党が有るんですけどwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww",,>>1,,ID:VfP8HyFj0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0352 名無しどんぶらこ 2025/11/28(金) 09:48:29.32",中国の刑務所内から五毛が書き込みの来ているのかな,,,,ID:E4OoSSxG0(10/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0353 名無しどんぶらこ 2025/11/28(金) 09:48:40.46",">>333
というかシナが本気で攻めるならトランプ政権のときしかありえないからな
トランプは損になることはしないし、得になる条件さえ提示できれば交渉できるから",,>>333,,ID:BQThWuli0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0354 名無しどんぶらこ 2025/11/28(金) 09:48:48.78","日本人の平均があまりにバカなのは分かってるから既に海外永住権で
絶滅時には笑って見物させてもらうわ
マジ引っ掛けで戦争するようなバカな同邦人は必要ない
同情心もゼロ
戦争したけりゃどうせ敗戦は決まってるからしたら？",,,,ID:cL2w+obB0(8/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0355 名無しどんぶらこ 2025/11/28(金) 09:48:54.70",">>349
五毛君はさっさと中国へ帰りなさいｗ",,>>349,,ID:s9CsmoaJ0(4/10),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0356 名無しどんぶらこ 2025/11/28(金) 09:48:57.26",">>320
平和安全法制で想定されている内容を、
可能性として述べただけだよ。
撤回したら、平和安全法制を否定することになる。
問題は、平和安全法制否定の立場の岡田さんとの議論に、
中国が乗っかってきているんでしょ。
日本の国防の議論を、中国の顔色見ながらやるって、まずくない？",,>>320,,ID:T4IpECkS0(2/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0357 名無しどんぶらこ 2025/11/28(金) 09:49:04.01",">>294
「曖昧戦略」というのは単に「とりあえず表には出さないように
しましょうね」ってだけで、もちろんそれ以前に内部ではシナリオは
想定しているはず。

あと、他にも書いたけど、尖閣にせめてきたらそれはもう存立危機
事態による集団的自衛権じゃなくて、単なる日本国自体の自衛権の
発動になるんですよ。",,>>294,,ID:gaRBOYTn0(12/13),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0358 名無しどんぶらこ 2025/11/28(金) 09:49:05.01",">>336
俺に言われてもな
トヨタは上海にレクサス新工場を立ち上げるみてぇだがw",,>>336,,ID:kCegNbRu0(10/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0359 名無しどんぶらこ 2025/11/28(金) 09:49:10.11",テレ朝と朝日新聞のせいだべ。免許剥奪の方が国益になる,,,,ID:Yp25mFSh0(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0360 名無しどんぶらこ 2025/11/28(金) 09:49:12.38",">>327
高市支持者はとにかく高市上げや高市擁護ありきで考えるから",,>>327,,ID:6L+Hkgeb0(4/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0361 名無しどんぶらこ 2025/11/28(金) 09:49:13.77","そんなことより
冷蔵庫に牛乳あたかも",,,,ID:CuE4CpwA0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0362 名無しどんぶらこ 2025/11/28(金) 09:49:17.09",">>328
簡体字やおでん文字は愚民化政策じゃないか？
古典史実を知らせない為の簡体字、放火と防火の区別がつかないおでん文字
哀れだねぇ",,>>328,,ID:aqKRdmhj0(4/7),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0363 巫山戯為奴 ◆GZQzjZnHYQ 2025/11/28(金) 09:49:29.40",また自民党の犯罪か・・・,,,,ID:V9aWsiER0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0364 名無しどんぶらこ 2025/11/28(金) 09:49:31.89","そろそろかな
https://imgur.com/fisCjoK.jpeg",https://imgur.com/fisCjoK.jpeg,https://imgur.com/fisCjoK.jpeg,,ID:2qWayEoL0(5/8),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0365 名無しどんぶらこ 2025/11/28(金) 09:49:35.39",海外の風刺画見てもヒトラーと見られてるのって高市よね,,,,ID:bIoK01kB0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0366 名無しどんぶらこ 2025/11/28(金) 09:49:41.42","ほんと高市政権も自民党執行部もエコチェンに囲まれてきもちくなってるだけなのが丸わかり
ここまで浅慮なのって史上初じゃねえの
さすがバブル世代って感じだけどw",,,,ID:P3TX57Jp0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0367 名無しどんぶらこ 2025/11/28(金) 09:49:50.09","Ｘでは所在地がバレる

こっちに来ているんでしょうかね",,,,ID:E4OoSSxG0(11/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0368 名無しどんぶらこ 2025/11/28(金) 09:49:52.35",">>347
ヒトラーは少なくとも演説は上手かったからな
高市や麻生がいくら悪党に憧れてても、鉄砲玉止まり
あらゆる能力がない",,>>347,,ID:cpIE0x5z0(17/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0369 名無しどんぶらこ 2025/11/28(金) 09:50:01.22","これアメリカや中国はもちろん世界中から自民党の公式声明として見られるからな
その意識があって投稿してるならいいんだが、、、",,,,ID:4ahf8q+40,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0370 名無しどんぶらこ 2025/11/28(金) 09:50:04.99",まるでスパイみたいだなあ,,,,ID:iaK4VglF0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0371 名無しどんぶらこ 2025/11/28(金) 09:50:11.64",">>342
これもうＸ（旧Twitter）や

5ちゃんねるで1万回は言われてるよな。

本当に。",,>>342,,ID:xftab+uo0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0372 名無しどんぶらこ 2025/11/28(金) 09:50:16.43","立憲もメディアも中国の毒が回ってるよな。
要するに中国が台湾に武力侵攻したいってことだろ。
それを支持してる日本人っておかしいだろ",,,,ID:jWbad20c0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0373 名無しどんぶらこ 2025/11/28(金) 09:50:22.02",で、結局のところ安倍、高市って統一教会支持なの？どうなの？,,,,ID:4osSQOeE0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0374 名無しどんぶらこ 2025/11/28(金) 09:50:22.83",">>258
観光業界はオーバーツーリズムで観光地が疲弊してたけど？しかも中国資本の会社に交通、宿泊、食事他押さえられて日本国内にあんまりお金が落ちない仕組みでそもそもダメージ出る？水産業界も直前まで輸出規制されてて緩和の矢先だったんだから今まで通りだろ。
処理水問題で規制された時に中国への輸出依存から脱却するよう企業は動いていたのだし。
あんまいい加減な事言わない方がよいよ。",,>>258,,ID:zMG525rG0(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0375 名無しどんぶらこ 2025/11/28(金) 09:50:26.18","単純バカの島国人
乗せられて敗戦で中性子爆弾で全員蒸発
家家財は朝鮮人に明け渡し",,,,ID:cL2w+obB0(9/16),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0376 名無しどんぶらこ 2025/11/28(金) 09:50:28.28","中国が台湾侵攻で唯一成功したCSISのケースは「日本が完全に不介入で、在日米軍基地も使えない」条件下だった。
そのため中国は、日本を参戦させないための“非軍事的な封じ込め”を重視すると考えられる。

具体的には、①日本を攻撃せずグレーゾーンの挑発で法的根拠を奪う、②サイバー攻撃や電子戦で在日米軍基地の機能を麻痺させ出撃を遅らせる、③経済圧力や外交恫喝で政治判断を揺さぶる、④SNSを使った偽情報で「介入すると日本が戦場になる」という不安を広げる、といった方法である。

狙いは、日本が「参戦できない」「参戦しづらい」状況を作り、米軍の行動を制限することにある。",,,,ID:HQ2exicI0,3,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0377 名無しどんぶらこ 2025/11/28(金) 09:50:29.98",口の軽い浅はかなクソバカ女,,,,ID:2qWayEoL0(6/8),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0378 名無しどんぶらこ 2025/11/28(金) 09:50:40.69",">>78
あたおか",,>>78,,ID:zDFTVHx60(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0379 名無しどんぶらこ 2025/11/28(金) 09:50:48.11","今回は
・極右首相が
・非核三原則見直し等云々…の流れから言ってる
から 今までとは明らかに次元が違う
って党もわかってるはずだが
本音を""操りやすいバカ""に言わせて自分たちはとぼける作戦と言うことか",,,,ID:UDlw91OV0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0380 名無しどんぶらこ 2025/11/28(金) 09:50:57.83",安倍さんも高市さんを見限っていたね,,,,ID:6L+Hkgeb0(5/8),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0381 朝鮮漬 ◆A9o2GkvA8V2W 2025/11/28(金) 09:50:58.50",チョレートがあたかもしれない( 　‘ ハ´),,,,ID:NsZa+yZg0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0382 名無しどんぶらこ 2025/11/28(金) 09:51:02.48",">>362
中国共産党ファンかよ気持ち悪い
お前らやってることガチの独裁社会主義だからな
クソアカ",,>>362,,ID:cpIE0x5z0(18/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0383 名無しどんぶらこ 2025/11/28(金) 09:51:06.43",">>355
お前に取り悲劇なのはこっちは日本生まれの日本人なんだよ",,>>355,,ID:cL2w+obB0(10/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0384 名無しどんぶらこ 2025/11/28(金) 09:51:07.78","台湾有事はこれ米中衝突である、なんて自民は聞いてたのか？
おーい、バカ元政府関係者ー
アメリカからなんて？",,,,ID:UfIeXw7w0(5/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0385 名無しどんぶらこ 2025/11/28(金) 09:51:15.51",">>1
一貫してたら台湾有事は100%起きないんだけど？",,>>1,,ID:l402lmPI0(2/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0386 名無しどんぶらこ 2025/11/28(金) 09:51:16.28","そもそも戦争するなんて一言も言っていないのに無理くり戦争と結びつけようとする
中共と立民が心底気持ち悪い",,,,ID:fiKVOO0d0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0387 名無しどんぶらこ 2025/11/28(金) 09:51:19.73",">>342
米国が曖昧さを戦略として使ってきたからといって、日本まで永遠に思考停止で曖昧に従えという話にはならない。
最前線で影響を受ける国が自国の立場を整理して語ること自体が「逸脱」なら、同盟とは発言権を放棄する関係になる。",,>>342,,ID:fAYtMyVv0(4/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0388 名無しどんぶらこ 2025/11/28(金) 09:51:20.95",>>380 そうだったっけw,,>>380,,ID:Yp25mFSh0(2/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0389 名無しどんぶらこ 2025/11/28(金) 09:51:22.93",">>324
パヨク以外の専門家も言っているよｗ
中国の台湾侵攻→米国の集団的自衛権の発動→日本の集団的自衛権を発動は当然のこと

だから、この件で中国の味方はロシアしかいないｗ",,>>324,,ID:s9CsmoaJ0(5/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0390 名無しどんぶらこ 2025/11/28(金) 09:51:25.35","トヨタ自動車にしろソフトバンクにしろ楽天にしろ
日本人オーナー企業だからこそ自民党庇護の元中国企業と業務提携出来たわけだしw",,,,ID:kCegNbRu0(11/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0391 名無しどんぶらこ 2025/11/28(金) 09:51:40.78",">>364
異次元緩和の債権を数百年かけて処理するとか日本人には不可能だしな
まぁ、行き着く先は理解されとる

前と違うのは今度は相手に完璧に対策されてることだけどなww

数ヶ月もかからず敗戦で終わるだろう",,>>364,,ID:FbQX+Vzv0(6/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0392 名無しどんぶらこ 2025/11/28(金) 09:51:48.01",">>388
コミュ障だって切り捨ててんね",,>>388,,ID:cpIE0x5z0(19/21),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0393 名無しどんぶらこ 2025/11/28(金) 09:51:48.57",">>376
俺には家族も財産もあるから戦争したくない
おまえみたいな安物のネトウヨだけで台湾に特攻してくれ",,>>376,,ID:2qWayEoL0(7/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0394 名無しどんぶらこ 2025/11/28(金) 09:51:54.29","野田そんなこと言ってるのか
日本で中国を激しく罵ってる人どこにいるの？",,,,ID:ikOoK/PP0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0395 名無しどんぶらこ 2025/11/28(金) 09:51:59.49",">>349
この手のコメントで海外とはいうけど
どこの国とは言わないのがﾜﾛｴﾙ",,>>349,,ID:JyKHn3Ys0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0396 名無しどんぶらこ 2025/11/28(金) 09:52:04.30",スパイ防止法だけでは温いんじゃないか,,,,ID:y/lKDQma0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0397 名無しどんぶらこ 2025/11/28(金) 09:52:06.74",世界的に見たら日中友好条約を無視した日本の主張の方がおかしいからな,,,,ID:HZNRnD6w0(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0398 名無しどんぶらこ 2025/11/28(金) 09:52:07.29",">>1
プロレスでもたまにブックを破る無法者がいるからな

高市は頭が悪いからブックを読めないしおぼえられない「シュート」仕掛けて追放されるバカだよ


AIの意見：

ご認識の通り、国際政治における大国間の駆け引きは、時にプロレスの「ブック（台本）」になぞらえられることがあります。
表向きの対立の裏で、一定のルールや相互理解に基づいたバランスが働いている、という見方です。

高市早苗総理の発言に関するご指摘は、プロレスでいう「シュート（予定外の真剣な行動や発言）」が
国際関係のデリケートなバランスを崩しているのではないか、という点かと思います。
実際、高市総理の特定の外交・安全保障に関する発言は、中国や台湾の間で大きな波紋を呼び、メディアでも活発に議論されています。

報道によると、アメリカのトランプ大統領が、台湾問題を巡って中国を過度に刺激しないよう高市総理に助言したともされています。
これは、米中間のデタント（緊張緩和）の「ブック」を乱されたくないという米側の思惑の表れと解釈できます。

高市総理の発言や行動は、従来の日本政府が中国への配慮から「曖昧さ」を保ってきた部分に、明確な見解を示すものであり、
「ブック破り」や「シュート」に相当する側面があると言えます。
高市総理自身は、これらの発言は従来の政府解釈の枠内であり、日本の国益を守るために必要な姿勢であると主張していますが、
中国は「（日本は）頭を打ち割られ、血まみれになる」といった強い言葉で反発しており、外交的な緊張が高まっている状況です。

この一連の動きは、国際政治という舞台における、予定調和を嫌うタカ派的な政治家の「シュート」が、
地域情勢にどのような影響を与えるかを示す具体例として注目されています。",,>>1,,ID:VU0qEwpG0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0399 名無しどんぶらこ 2025/11/28(金) 09:52:07.58","存立危機を引き出した立憲岡田は大手柄！中国が絶賛の嵐！！
これで中国イオンモールも安泰！！",,,,ID:ePoB2M690,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
