threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),threadview_response_body_link href,threadview_response_body_link,res_id href,res_id,notranslate (13),js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link href (2),threadview_response_body_link (2),js-ng-setting href,js-response href
"垢版
|
0146 名無しどんぶらこ 2025/11/26(水) 06:32:08.56",https://donguri.5ch.net/,垢版,|,,来年4月までは中国と揉めたくないだろう,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:UNEflGyo0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0147 名無しどんぶらこ 2025/11/26(水) 06:34:24.38",https://donguri.5ch.net/,垢版,|,,ルーピーを野放ししているからに決まっている　ビジネスの邪魔になる,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:umd5iLXi0(1/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0148 名無しどんぶらこ 2025/11/26(水) 06:36:42.51",https://donguri.5ch.net/,垢版,|,,"電話会談の後で高市の答弁を見直す必要はないって閣議決定してるじゃん   
アメリカのお墨付きもらったんだよ、釘は刺されたかもしらんけど",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(1/12),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0149 名無しどんぶらこ 2025/11/26(水) 06:40:39.88",https://donguri.5ch.net/,垢版,|,,>>142 中国もうトランプが出てきたから騒がないでしょ,,,,,,,,,,,,,>>142,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:kTYaHiJh0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0150 名無しどんぶらこ 2025/11/26(水) 06:42:04.09",https://donguri.5ch.net/,垢版,|,,">>148
これは公明党の斉藤代表に答えたものだな   
高市政権にパイプ役がおらんからか   
連立離脱した人に手間かけさせるよね",,,,,,,,,,,,,>>148,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(7/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0151 名無しどんぶらこ 2025/11/26(水) 06:42:21.40",https://donguri.5ch.net/,垢版,|,,"トランプ氏、米中電話協議を要請か　日本への「伝達役」を担った訳は [蚤の市★]？   

高市不況の到来を警告ｗ   

・日本銀行に圧力をかけ、政策金利の利上げの見送りの連投ｗ   
・「責任ある積極財政」で赤字国債の乱発で国債の信用は低下し、政策金利は低金利だが長期金利は上昇ｗ   
・コストプッシュ型インフレの状態化ｗ   
・結果的に企業業績悪化し、「株安・債権安・円安」のトリプル安に陥るｗ   
・台湾有事での「存立危機事態発言」でｗ日本製品の不買運動、中国製品（レアアース含む）の日本への輸出禁止により経済の崩壊ｗ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3T0uRCgB0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0152 名無しどんぶらこ 2025/11/26(水) 06:44:05.06",https://donguri.5ch.net/,垢版,|,,">>139  
高市はかつての首脳会談前の電話会談も楽しい時間を持てた。とか明るい話を言ってて実際は「総裁選で私なら80兆の見直し交渉すると言ってたらしいけど、やるなよ」だった   
今回は「友人」と「いつでも電話してくれたらいい。」   
これは信者は評価してるけど、キンペーとの電話の後だし何らかの指令があっての台詞だと思った方がしっくりくる",,,,,,,,,,,,,>>139,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:L0+4PpXC0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0153 名無しどんぶらこ 2025/11/26(水) 06:44:14.81",https://donguri.5ch.net/,垢版,|,,"トランプは九つ目の戦争解決に動いたんだな   
この仲裁がなかったら、どんどんヒートアップしてそうだもんな   
世界をよく見てるんかな",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:OfYD7upW0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0154 名無しどんぶらこ 2025/11/26(水) 06:47:50.16",https://donguri.5ch.net/,垢版,|,,朝日と中国側の解釈としか言いようがない記事ｗ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:WTntJnWS0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0155 名無しどんぶらこ 2025/11/26(水) 06:48:30.50",https://donguri.5ch.net/,垢版,|,,80兆円のお礼はこれでチャラ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:umd5iLXi0(2/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0156 名無しどんぶらこ 2025/11/26(水) 06:48:54.26",https://donguri.5ch.net/,垢版,|,,幼稚で自分のことを「私」とも呼べない顔の硬直したドスのきいた田舎臭いブスではなくイメージ通りですね和久井健(笑),,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(1/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0157 名無しどんぶらこ 2025/11/26(水) 06:48:59.61",https://donguri.5ch.net/,垢版,|,,"トランプに怒られたのは、何ですぐに電話してこなかったんだ   
困った事があればいつでも相談に乗るって言っただろ、とか",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(2/12),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0158 名無しどんぶらこ 2025/11/26(水) 06:49:22.83",https://donguri.5ch.net/,垢版,|,,厚かましすぎる能無しの田舎臭いブス,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(2/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0159 名無しどんぶらこ 2025/11/26(水) 06:50:46.88",https://donguri.5ch.net/,垢版,|,,伝書鳩かよ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:9u7RLvfi0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0160 名無しどんぶらこ 2025/11/26(水) 06:51:51.36",https://donguri.5ch.net/,垢版,|,,"美 よ 美   

美 伊 奈   
美 南   

ちなみに名前の由来は１９のときに白人からB e a u t i f u l- F l o w e rって言われたそれかもね",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(3/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0161 名無しどんぶらこ 2025/11/26(水) 06:52:04.37",https://donguri.5ch.net/,垢版,|,,"中国様が怒ってる報道が減ったなw   

日本国民が中国に反発するばかりで高市支持を増やしただけだったからなw   

オールドメディアの支持率下げてやる！作戦失敗w",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:K3vENlea0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0162 名無しどんぶらこ 2025/11/26(水) 06:53:45.66",https://donguri.5ch.net/,垢版,|,,"ガチ詳しい人に聞きたいんだけど、    我想请教一位非常有见识的人，
トランプ関税によって地方の中小サッシ製造会社の仕事減る？潰れる？",我想请教一位非常有见识的人，,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Bo4z/iPM0  编号：Bo4z/iPM0,编号：Bo4z/iPM0,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0163 名無しどんぶらこ 2025/11/26(水) 06:54:42.82",https://donguri.5ch.net/,垢版,|,,高市にはトランプから電話したけど米中の方はキンペーがトランプにお願いしたんだろが,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Qk/MfTa30,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0164 名無しどんぶらこ 2025/11/26(水) 06:56:36.22",https://donguri.5ch.net/,垢版,|,,放火魔の朝日新聞じゃねえかこれ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:jLBkbs5d0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0165 名無しどんぶらこ 2025/11/26(水) 07:01:54.80",https://donguri.5ch.net/,垢版,|,,"https://news.yahoo.c...8a7b776be2be565450af
11/25(火) 17:01配信
在韓米軍司令官が「韓国は中国を攻撃する際の発進基地」と明言した。   

米中関係は極めて強固と言っているトランプ政権の実際の動きは結局台湾関係法に沿って変わってないんだよね   
これを撤回すれば海洋国家であるアメリカの覇権が潰れるから撤回出来ないってのも有る   
中国が何を言おうとアメリカが台湾防衛で海軍出したら日本は支援を要求されるし、米海軍が台湾防衛に出ないなら日本は出れないってだけの話",,,,,,,,,,,,https://news.yahoo.co.jp/articles/4f0fb916225af82f99f18a7b776be2be565450af,https://news.yahoo.c...8a7b776be2be565450af,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:mi09y8+j0(2/4),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0166 名無しどんぶらこ 2025/11/26(水) 07:02:27.30",https://donguri.5ch.net/,垢版,|,,">>151  
テレビもネットも中国は日本に経済制裁する余裕がない。という見立てだけど、個人的にチャイナリスクで撤退する日本企業が増える事による値上げが起こると思う   
中国で生産してる企業、製品の中に中国製を使ってる企業、中国での販売で儲ける事で価格を抑えられてた企業もあるし",,,,,,,,,,,,,>>151,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:L0+4PpXC0(2/2),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0167 名無しどんぶらこ 2025/11/26(水) 07:08:30.01",https://donguri.5ch.net/,垢版,|,,"和久井健   

あなたはきちんと現実を踏まえてまともな意見を導き出し   
恩人を守るどころか公然で毎日のようにセクハラと侮辱の言葉を吐き続け   

若い女の頭がてっぺんから刈られるまで追い詰めた",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(4/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0168 名無しどんぶらこ 2025/11/26(水) 07:10:03.88",https://donguri.5ch.net/,垢版,|,,"若い女の頭が剥げている   

和久井健   

お前みたいに努力などしてこなかった   
ただ先天的に何の能も無いブス   

金目当ての社会の屑に何を譲るために？",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(5/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0169 名無しどんぶらこ 2025/11/26(水) 07:10:54.76",https://donguri.5ch.net/,垢版,|,,">>164  
お前言いたいことがあれば堂々と出てきて言ってみろよ   
お前じゃない他の社員が正しい情報言ってくれると思うから",,,,,,,,,,,,,>>164,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(6/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0170 名無しどんぶらこ 2025/11/26(水) 07:12:18.17",https://donguri.5ch.net/,垢版,|,,"和久井健   

エ レ ン は 私の先天的な能力のことなんだがそういう自慢はひとまず置いといて   
先天的に何の能も無く、そのうえ他人より秀でるために努力などしてこなかった   

ただの平凡な女に何を譲るためにお前は毎日のように私を公然と侮辱したのですか",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(7/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0171 名無しどんぶらこ 2025/11/26(水) 07:13:13.78",https://donguri.5ch.net/,垢版,|,,"守るものなど何１つ無いお前が招いた顛末   

１０年後も自分は間違ってなかったと言い聞かせることが出来ればいいなお前のようなチンピラ和久井健(笑)",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(8/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0172 名無しどんぶらこ 2025/11/26(水) 07:13:45.70",https://donguri.5ch.net/,垢版,|,,">>166  
中国依存よりもwトリプル安がヤバいw   
株も中国人の投資家が売りに走るとw   
一気に株安になるw",,,,,,,,,,,,,>>166,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:B3v/nZG80,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0173 名無しどんぶらこ 2025/11/26(水) 07:18:17.67",https://donguri.5ch.net/,垢版,|,,"トランプが習近平の意向を伝えたのならウクライナ和平が重要な段階だし台湾問題でトランプは消極的だし   
高市首相にあまり出しゃばるなと言った可能性が高いだろう",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:r8J6lPo30,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0174 名無しどんぶらこ 2025/11/26(水) 07:19:46.40",https://donguri.5ch.net/,垢版,|,,"私と ア メ リ カ 人 (編 集 者）   
２ 人 の 仕 事   
使い物にならなければ 白 人 と 交 代 し ろ という要請はあったはず   
読みやすく流 れ の 良 い 文 章 が 書けるのは私の 天 性 の 才 能 なんですよ和久井健(笑)   

情報の整頓が上手ってことだから舐めてかかれたものではない。   

私以外にそんなスペックが似合う人などいないにきまってるでしょう。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(9/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0175 名無しどんぶらこ 2025/11/26(水) 07:22:30.44",https://donguri.5ch.net/,垢版,|,,"２ か 月 で ２ ６ 冊 の 洋 書 を 読 ん で 少 な く と も I Q １ ４ ５ は あ る と 言 わ れ た（文 章 力 も あ っ た か ら言われてる）   

あなたはこれを見て知っていたよな和久井健。   

IQうんぬんのコメントは見逃していたのかもしれないが、これだけのことやってりゃ称賛されて当たり前。   

無理に評価してもらいたいとは思っていないが キ ャ ラ 化 するならまともにしろとこのアホ和久井健。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(10/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0176 名無しどんぶらこ 2025/11/26(水) 07:23:19.85",https://donguri.5ch.net/,垢版,|,,朝日ってさぁ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:vCUFQDiz0,,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0177 名無しどんぶらこ 2025/11/26(水) 07:24:48.30",https://donguri.5ch.net/,垢版,|,,"アンタって何のために生きてんの和久井健。   

毎日のように恩人を辱めて公然でセクハラと侮辱をし。   

落ち着いて考えることもせずに腹いせに女を追い詰め守るどころか髪の毛が刈られるとこまで見届けたお前。   

ヒモ男のうえに人殺しかよ和久井健。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(11/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0178 名無しどんぶらこ 2025/11/26(水) 07:25:09.55",https://donguri.5ch.net/,垢版,|,,">>176
言えるなら言ってみろよブス(笑)   
負けてるくせに",,,,,,,,,,,,,>>176,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(12/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0179 名無しどんぶらこ 2025/11/26(水) 07:25:52.38",https://donguri.5ch.net/,垢版,|,,">>176
逃げるなよお前   
最後まで言ってみろよ   
恥を知っているなら(笑)",,,,,,,,,,,,,>>176,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xxgJ3R6q0(13/13),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0180 名無しどんぶらこ 2025/11/26(水) 07:29:03.61",https://donguri.5ch.net/,垢版,|,,日米安保への不満発言も繰り返すトランプがなぜ媚びる事しか脳のない無知無能無責任女の尻拭いをしてくれると思えるのか,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:XKpRBkUZ0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0181 名無しどんぶらこ 2025/11/26(水) 07:30:13.29",https://donguri.5ch.net/,垢版,|,,"左翼てトランプ嫌いだったくせに   
キンペーと近付いたらトランプまで応援しだすし   
高市叩く為なら信念関係なくなんでも利用してヤバすぎるわ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:fLXTqshF0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0182 名無しどんぶらこ 2025/11/26(水) 07:33:15.50",https://donguri.5ch.net/,垢版,|,,">中国との関係改善をめざすトランプ氏が来年4月に予定する訪中まで「迷惑をかけないでほしい」という意味だと分析した。   

トランプからの話は、最近の米中関係についてだからな   
トランプは習近平を国賓として招こうとしたりと、中国との関係改善しようとしてるのは明らか   
そして、最近の米中関係なんて、日本に直接関係ないのに、わざわざ説明した意図を考えれば、この分析に近いことを言われたんだろう",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(1/10),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0183 名無しどんぶらこ 2025/11/26(水) 07:35:07.03",https://donguri.5ch.net/,垢版,|,,"早くネトウヨが戦争に行くのが見たい   
ネトウヨは堅実でも一騎当千してくれるから安心して任せられるな！   
アメリカも後ろで見守っててくれるから台湾人のために滅私奉公してきなさい",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:oWrokGtI0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0184 名無しどんぶらこ 2025/11/26(水) 07:37:40.04",https://donguri.5ch.net/,垢版,|,,"トランプは習に「何か問題があるのか？」って聞いたんだろ、「いえ、ありません…」   
だから台湾有事に関しては話をしていない",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(3/12),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0185 名無しどんぶらこ 2025/11/26(水) 07:41:22.94",https://donguri.5ch.net/,垢版,|,,"トランプ大統領、中国総領事の高市総理批判投稿巡り「同盟国も友人とは言えない」「私は中国と良好な関係」… ★18
特朗普总统批评中国总领事高市的“盟友不能称为朋友”，“我与中国关系良好”...... ★18
2025.11.11　/newsplus/1762951034

　↑
状況証拠的に日本版CIAﾁｬｲﾅﾁｮｰｾﾝｲﾝﾃﾚﾘｼﾞｪﾝｽｴｰｼﾞｪﾝﾄって自民（と朝鮮プロレス野党）の清和会だから、親中反日反トランプDS日本支部もアベ鳩山小泉河野菅じじ石破ｹｹ中橋下百田青山高市ラインだよな",特朗普总统批评中国总领事高市的“盟友不能称为朋友”，“我与中国关系良好”...... ★18,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:xsEHIK720,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0186 名無しどんぶらこ 2025/11/26(水) 07:46:40.62",https://donguri.5ch.net/,垢版,|,,"仮に中国が尖閣諸島や沖縄に武力を持って実効支配しようとすることに中国が反発するなら俺もネトウヨに同調して高市を応援してたよ   
ただ台湾問題ってあくまで他国同士のことだししかも日本は台湾を国として認めてない以上は「内政干渉」だという中国の言い分に正当性を持たせてしまうんだよ   
それでも台湾を見捨てるわけにもいかないし台湾侵攻を実行されたら日本も困るのは確かだから曖昧戦略で水面下で牽制するしか日本にできることはない   
いっそ台湾を国家承認して独立の後押しをしろと高市応援団は言いたいんだろうけど今の日本の国力でそこまでやるのも無謀すぎる",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:HLStlMW10(1/2),,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0187 名無しどんぶらこ 2025/11/26(水) 07:49:39.92",https://donguri.5ch.net/,垢版,|,,"社民党・ラサール石井議員「(立川志らくの)『本当に日本人か』はあきらかに差別発言！ネトウヨレベル」   

↑
・ラサール石井氏「朝鮮高校を高校無償化にしないのは差別。許されない。」   

・立憲・石垣のり子氏　朝鮮学校の教育無償化を主張「どんな子どもの学びも、分け隔てなく」 [662593167]   

↑

日本の左翼がどこに向けた政治やってるかよく分かる   

チョンが支配してる売国左翼メディアと売国左翼野党は日本国民と利害が対立している存在だと、   
日本国民はとっくに気づいてる   


https://femimatsu.co...ticle/519193159.html
【5chの反応】Xのフェミニストたち、日本人に擬態した韓国人だった…   

https://femimatsu.co...ticle/519190603.html
【あらあら】日本の悪口を海外に発信していた韓国人フェミニストたち、一斉に所在地が「Unknown」に w w w   

↑
そもそも反日発言してる連中ってもともと日本人じゃないの   
日本でのチョンのメディア支配等の情報支配って、元凶はアメブタ(GHQ)の占領政策なの   
それがいまだに続いていて、   
岸田政権でアメブタが日本に圧力かけて、   
安倍さんが韓国にかけた半導体等の経済制裁がなくなったり、   
韓国へのホワイト待遇が復活したり、   
日本が韓国にスワップと言う実質的な経済援助する羽目に陥ったのも全てアメブタの圧力の結果   
チョンだけでなくアメブタというチョンのケツ持ちも絶対に許せない   
↓
日韓が通貨スワップ協定再開　8年ぶり、融通枠100億ドル",,,,,,,,,,,,https://femimatsu.com/article/519193159.html,https://femimatsu.co...ticle/519193159.html,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:9rV12Gtx0,,,,,https://femimatsu.com/article/519190603.html,https://femimatsu.co...ticle/519190603.html,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0188 名無しどんぶらこ 2025/11/26(水) 07:50:24.42",https://donguri.5ch.net/,垢版,|,,">>186  
台湾の人自身も独立派と中国合流派が両方いるし   
大勢は現状維持を望んでいる   
植民地支配の歴史のある日本が口を挟む筋合いでもない",,,,,,,,,,,,,>>186,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(8/8),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0189 名無しどんぶらこ 2025/11/26(水) 07:57:46.04",https://donguri.5ch.net/,垢版,|,,">>188  
何よりも台湾側の気持ちを無視しちゃいかんわな   
親中派でなくても台湾を危険に晒す無謀なことはしたくないだろうし   
「文句を言ってる台湾人はシナ工作員だけでそれ以外は高市総理に感謝してるはず！」とまで言ってる連中はさすがに頭冷やせやって思う",,,,,,,,,,,,,>>188,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:HLStlMW10(2/2),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0190 名無しどんぶらこ 2025/11/26(水) 08:01:53.57",https://donguri.5ch.net/,垢版,|,,"今日の党首討論楽しみだな。立憲どうするんだろ。   
玉突き事故のようにトランプまで出てきて。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:EuZImRtT0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0191 名無しどんぶらこ 2025/11/26(水) 08:04:16.46",https://donguri.5ch.net/,垢版,|,,"内政で行き詰まってるトランプさんはシナとの貿易問題で取引して中間選挙乗り切りたいんだろ   
シナも乗らない手はないし、ついでに台湾問題にあれこれ言うの止めてくれと要求して、トランプさん飲んだ   

アメリカとは関係改善できるから、ここで日本を少々ぶっ叩いてもアメリカとの関係には影響しない   
日本も台湾問題であれこれ言わせねーと思ってたところに、高市答弁で、渡りに舟   
格好の粘着ネタをゲットして、とことん苛め抜くとキンペーが判断したんだろな   

水産物買わねーとか、旅行者減らしたる、なんて大したことないけど、農業の肥料（原料）止めるとか   
レアアースや医薬品原薬の供給減らされたりしたら、速攻で詰む   
アメリカと違って日本は制裁合戦に持ち込む対抗カードもないしな   

しばらくは殴られっぱなしだ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:AB6kSaA30(1/2),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0192 名無しどんぶらこ 2025/11/26(水) 08:04:21.80",https://donguri.5ch.net/,垢版,|,,"アニメ下請け禁止すれば中国にたいしたダメージもなく   
アニメアイコンのネトウヨにピンポイントでわからせられるぞ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:CBL+kbzS0(1/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0193 名無しどんぶらこ 2025/11/26(水) 08:04:48.89",https://donguri.5ch.net/,垢版,|,,">>186  
台湾が武力攻撃されたら日本が出向いて戦います？   
そんな事誰も言ってない   
内心の自由があるから台湾は国だと思うのは自由だけど   
台湾が武力侵攻された時の日本の対応は、米軍次第と言う事だね",,,,,,,,,,,,,>>186,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:sLYDjxhs0(1/2),,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
