threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),notranslate (7),notranslate (8),threadview_response_body_link href (3),threadview_response_body_link (3),notranslate (9),notranslate (10),notranslate (11),res_id href,res_id,notranslate (12),js-response,notranslate (14),notranslate (15),js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src
"垢版
|
0384 名無しどんぶらこ 2025/11/23(日) 20:46:48.61",https://donguri.5ch.net/,垢版,|,,">>1
当たり前やろ
原爆持つんだから当然",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:IK2grPRO0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0385 名無しどんぶらこ 2025/11/23(日) 20:48:34.63",https://donguri.5ch.net/,垢版,|,,"相手にしない
関わらない
それだけ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:7JjJban60,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0386 名無しどんぶらこ 2025/11/23(日) 20:48:37.02",https://donguri.5ch.net/,垢版,|,,"まぁ、どう見てももう高市の政治生命は終わりだろう。
高市は、さっさと責任をとって辞任しろよ。",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:luxMlmbJ0,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0387 名無しどんぶらこ 2025/11/23(日) 20:48:42.48",https://donguri.5ch.net/,垢版,|,,"ちょっと前　眠れる獅子
今　イキリ系のネットのおもちゃ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:P/sb5dG10(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0388 名無しどんぶらこ 2025/11/23(日) 20:49:22.47",https://donguri.5ch.net/,垢版,|,,子供家庭庁、及びいらない物は全て削って軍備増強しよう,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:hQ0w/yEf0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0389 名無しどんぶらこ 2025/11/23(日) 20:49:38.53",https://donguri.5ch.net/,垢版,|,,アカピの嘘報道に右往左往する王毅,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:NfC+Tx7X0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0390 名無しどんぶらこ 2025/11/23(日) 20:50:21.97",https://donguri.5ch.net/,垢版,|,,俺も反対だからお前らも軍国主義やめろよ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:XahdmP3N0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0391 名無しどんぶらこ 2025/11/23(日) 20:51:17.18",https://donguri.5ch.net/,垢版,|,,"日本懐疑は大日本帝国の大東亜戦争はアジア解放の聖戦としていた。
大政翼賛会　国家総動員　真〇湾
オールドメディア　ニューメディアが翼賛しだしたら一致団結の国民性。
自分の投稿が非国民みたいになってるあるある。",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:xPP1CfZp0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0392 名無しどんぶらこ 2025/11/23(日) 20:52:02.39",https://donguri.5ch.net/,垢版,|,,">>386
それ寧ろ王毅やろ
朝日の誤報道に踊らされて発狂とか外相としての信頼は地に堕ちたな",,,,,,,>>386,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:hsX6BIdn0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0393 名無しどんぶらこ 2025/11/23(日) 20:52:21.27",https://donguri.5ch.net/,垢版,|,,">>276

菊人形ワロタ",,,,,,,>>276,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:0TN4rvTd0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0394 名無しどんぶらこ 2025/11/23(日) 20:52:44.93",https://donguri.5ch.net/,垢版,|,,"女性が総理だとハニトラが使えないって話ですか？
そうではないですか？",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:/KPt4Wj40,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0395 名無しどんぶらこ 2025/11/23(日) 20:52:58.36",https://donguri.5ch.net/,垢版,|,,中国とか焼け野原がお似合いだぜ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:hQ0w/yEf0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0396 名無しどんぶらこ 2025/11/23(日) 20:53:19.01",https://donguri.5ch.net/,垢版,|,,こうやって中国が軍事力背景に脅すから軍備強化しないといけなくなる。,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:fxL7w0LO0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0397 名無しどんぶらこ 2025/11/23(日) 20:53:36.84",https://donguri.5ch.net/,垢版,|,,">>394
石破のハニトラ写真カモーン
俺は見ないけどw",,,,,,,>>394,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:MV+Mb/nc0(4/4),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0398 名無しどんぶらこ 2025/11/23(日) 20:53:40.32",https://donguri.5ch.net/,垢版,|,,">>1
軍国主義はお前らだろ",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:m66eHCRR0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0399 朝鮮漬 ◆A9o2GkvA8V2W 2025/11/23(日) 20:53:52.35",https://donguri.5ch.net/,垢版,|,,"王毅ってあのくちびるお化けの王毅一族？
(^。^)y-.。o○",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:L5Gerugx0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0400 名無しどんぶらこ 2025/11/23(日) 20:54:13.12",https://donguri.5ch.net/,垢版,|,,">>1
うるせーよ笑
中国の軍拡の方が挑発的だろうが！
とりあえず台湾の人たちのことを考えようなクソゴミ中国共産党",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:gHNDDnyz0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0401 名無しどんぶらこ 2025/11/23(日) 20:54:59.92",https://donguri.5ch.net/,垢版,|,,"第一列島線は日本の主権線ヤー
この島に男はおらへんのかぃっ💢❕
キンタマ付いとんのかい???
Lebensraumを死守せよ❕
東トルキスタン、チベット、内モンゴルを解放せよ　不要亡了❕通州日本人大虐殺
VCP狂産暴力党を退治せよ👊🤬
害獣鬼畜死ナ畜どもを大量に殺せ❕
鬼畜死ナチ玖が地球上に存在するのはアホやと思う
　　　 ＿🦌＿
　　 ／三ミ三ミ＼
　 ／ミミ🇯🇵三ヾ＼
　/ﾉ／^ﾞ⌒ﾞ⌒ヾミ　ﾍ
　ﾚ｜　　　　　＼ヾ｜
　ﾚｲ ⌒＼　／⌒ ｜|｜
　Ｖ(👁ヽ　ィ👁)｜ﾍ/
　(Y　　｜　　　 ﾚ｜
　O|　　(＿　　　Oﾉ
　 ヽ 〈 🫦 〉 从
　 ／＼　￣　／ ∧
　/　　)`―-′ /|｜
　＼　/８　　 / | ＼
　/｜｜ ﾟ∞∞/ ノ
覚醒めよSAMURAI　やるのよ いてまえ
by サナエット・タカイッチャー総統
卍✋卍✋卍✋卍✋卍✋卍✋卍✋
🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🏺🍯
極超音速遺憾砲をぶち込めやー
https//pbs.twimg.com/media/D3OOT1mUgAAa1UN.jpg
https//youtu.be/RLGxpM3zLVE?si=Ga9Up1OAbBy59LBYhttps//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
http//video.twimg.com/ext_tw_video/1834911636693696512/pu/vid/avc1/720x1278/5h08EcKGTQDxwi72.mp4",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:D/eRCQOL0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0402 名無しどんぶらこ 2025/11/23(日) 20:55:49.61",https://donguri.5ch.net/,垢版,|,,軍国なんて９条があるから絶対無理だろがアホが。,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:AjezK9T30,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0403 名無しどんぶらこ 2025/11/23(日) 20:57:09.34",https://donguri.5ch.net/,垢版,|,,"そうか　では日本も核武装しないとな
チュン向けに1,000発、恐ロシア向けに200発、北チョン向けに100発でチョンなw",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:rKgvDJH10,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0404 名無しどんぶらこ 2025/11/23(日) 20:57:49.22",https://donguri.5ch.net/,垢版,|,,"姑息で卑怯なチベット侵攻をして仏教文化のチベットを蹂躙し、
そして焼身自殺するチベット僧侶を大笑いしながら見ていた悪魔どもが何かわめいてますね。

中国の軍国主義化を認めないの間違いじゃないのでしょうか？
日本は米軍と同盟を結んでおり、米軍と連動して行動する事を公言してますけど、
どこがどうなったら軍国主義になるんでしょう？ｗ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:NrDusk0O0(1/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0405 名無しどんぶらこ 2025/11/23(日) 20:57:58.53",https://donguri.5ch.net/,垢版,|,,">>402
こんな時だけ9条に縋るなよe",,,,,,,>>402,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:1M0YeyUK0(6/6),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0406 名無しどんぶらこ 2025/11/23(日) 20:59:43.74",https://donguri.5ch.net/,垢版,|,,">>1
普通の日本人はそんなもん望んでないから
バカウヨとお前だけで死ぬまで殴りあってて",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:FJPJcbtd0(1/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0407 名無しどんぶらこ 2025/11/23(日) 21:00:02.64",https://donguri.5ch.net/,垢版,|,,軍国主義はお前ら,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:yTUaQgad0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0408 名無しどんぶらこ 2025/11/23(日) 21:00:36.77",https://donguri.5ch.net/,垢版,|,,">>1
六四天安門ウイグルジェノサイド8964
解救維吾爾　天滅中共　勿忘六四　台湾独立　光復香港
北方領土は日本固有の領土です
尖閣諸島は日本固有の領土です
竹島は日本固有の領土です",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Nc/dmj0v0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0409 名無しどんぶらこ 2025/11/23(日) 21:01:45.63",https://donguri.5ch.net/,垢版,|,,バーカ市,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:AAOU4jv60(2/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0410 名無しどんぶらこ 2025/11/23(日) 21:01:53.35",https://donguri.5ch.net/,垢版,|,,いやいや核武装と徴兵制度で富国強兵しようぜ！産めよ増やせよで少子化対策にもなるそぞ！,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:e69dVOo90,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0411 名無しどんぶらこ 2025/11/23(日) 21:02:25.44",https://donguri.5ch.net/,垢版,|,,"遂にお笑い担当がご登場しました
これは精神的勝利宣言するのかな",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:0FRUAH/h0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0412 名無しどんぶらこ 2025/11/23(日) 21:02:38.20",https://donguri.5ch.net/,垢版,|,,"俺の人生を妨害し、それを傍から”見物”して大笑いしていた
朝鮮マスコミや朝鮮カルトのなりすましの原始人どもも、
焼身自殺するチベット僧侶を大笑いしながら見ていたこいつら中国共産党の関係者も
本質は同じです。

こいつらは疑うべくもなく悪魔です、人間の姿をした悪魔なのです。
これからＳＡＰジャパンや当時のＨＶＢジャパン、ＢＧＩ、その他
外資系の日本法人に入り込んだなりすましの原始人共、
そして慶應理工、慶應物理のゴミ共や、福大大濠の恐らくはごく一部でしょうが
こいつらの同類のゴミ共もその正体を世界中に晒す事になりますのでね。

こいつらは人間のふりをした悪魔です。
何が日本の軍国主義化なのか、お前らこそ立派な軍国主義者だろうが、
天安門事件は軍国主義じゃなきゃ起こらない事件だろｗ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:NrDusk0O0(2/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0413 名無しどんぶらこ 2025/11/23(日) 21:03:34.16",https://donguri.5ch.net/,垢版,|,,">>1
五毛がわんさか湧いてて笑う
母国の経済終わって失業者まみれだから人材が豊富なんやろな
五毛党
https://ja.wikipedia...94%E6%AF%9B%E5%85%9A
五毛党（ごもうとう）とは、中華人民共和国における中国共産党配下のインターネット世論誘導集団を指すネットスラングである。正式名は網絡評論員（インターネットコメンテーター）であり[1]、2005年ごろまでは書き込み1件当たり5毛（5角=0.5元を口語でこう呼ぶ）が支払われていたことからこの蔑称が名づけられた。網軍[2] [3]と呼ばれることもある。
通常は一般人を装い、インターネット上のコメント欄や電子掲示板などに、中国共産党政権に有利な書き込みをする。または共産党「それに関連する事」を批判する人に対する集団攻撃をする。ネットを通じ、世論誘導をする役割を担っている。2015年時点で、約1,050万人程度いると見られている[4][5]。中国政府が世論操作のためにSNSに投稿させている「やらせ書き込み」は、年間で4億8,800万件に上るという[6]。",,,,,,,>>1,https://ja.wikipedia.org/wiki/%E4%BA%94%E6%AF%9B%E5%85%9A,https://ja.wikipedia...94%E6%AF%9B%E5%85%9A,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:yByDCwV70,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0414 名無しどんぶらこ 2025/11/23(日) 21:05:09.57",https://donguri.5ch.net/,垢版,|,,軍国主義、独裁政権、侵略国家と三拍子揃った中国…悲惨な状況の侵略されて名前だけ自治区の内モンゴル、チベット、ウィグルには日本は絶対にならない,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:qo0ufZFW0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0415 名無しどんぶらこ 2025/11/23(日) 21:08:19.73",https://donguri.5ch.net/,垢版,|,,シナ市,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:AAOU4jv60(3/10),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0416 名無しどんぶらこ 2025/11/23(日) 21:08:38.17",https://donguri.5ch.net/,垢版,|,,はやく戦争しようぜ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:lV70WCvJ0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0417 名無しどんぶらこ 2025/11/23(日) 21:11:01.99",https://donguri.5ch.net/,垢版,|,,内政干渉,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:0lVaKQBq0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0418 名無しどんぶらこ 2025/11/23(日) 21:12:41.81",https://donguri.5ch.net/,垢版,|,,つ IPAC,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:pjPCcwhj0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0419 名無しどんぶらこ 2025/11/23(日) 21:12:45.89",https://donguri.5ch.net/,垢版,|,,"戦争歓迎。兵士になればバカパヨ皆殺しに
できるし高給貰えて老後も安泰だぞ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:yh3k20V70,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0420 名無しどんぶらこ 2025/11/23(日) 21:14:50.50",https://donguri.5ch.net/,垢版,|,,"高市が喧嘩売りまくってるし
そりゃエスカレートするわ

高市早苗首相「重要鉱物の輸出管理に懸念」　G20で中国念頭に発言 - 日本経済新聞
https://www.nikkei.c...31SG0T21C25A1000000/

2025年11月23日 20:27",,,,,,,,https://www.nikkei.com/article/DGXZQOUA231SG0T21C25A1000000/,https://www.nikkei.c...31SG0T21C25A1000000/,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:DFaKAujX0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0421 名無しどんぶらこ 2025/11/23(日) 21:16:30.53",https://donguri.5ch.net/,垢版,|,,中國の方がよっぽど軍国主義だろ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:OOZlgCuG0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0422 名無しどんぶらこ 2025/11/23(日) 21:16:46.22",https://donguri.5ch.net/,垢版,|,,ブタ熊近平さっさとくたばれ！！！,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:w5EuKRPq0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0423 名無しどんぶらこ 2025/11/23(日) 21:17:13.36",https://donguri.5ch.net/,垢版,|,,戦争は GDPをブーストするからな。,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:ceXhmbrB0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0424 名無しどんぶらこ 2025/11/23(日) 21:18:38.22",https://donguri.5ch.net/,垢版,|,,"高市が右翼だとしても日本に軍国主義の機運があるっていう 全くのデタラメ

でも世界に伝わるのは日本の極右の指導者が中国を挑発して問題になってるということ

この問題に対しては味方になってくれるのは 台湾 ぐらい アメリカも韓国も味方になってくれないし他の国には関心すらもたれてない",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:wwWunLWl0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0425 名無しどんぶらこ 2025/11/23(日) 21:19:09.95",https://donguri.5ch.net/,垢版,|,,テスト,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:zLd4zjXW0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0426 名無しどんぶらこ 2025/11/23(日) 21:19:23.60",https://donguri.5ch.net/,垢版,|,,また大沢たかお祭りやるの？,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:L73WMBiU0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0427 名無しどんぶらこ 2025/11/23(日) 21:23:06.51",https://donguri.5ch.net/,垢版,|,,"軍国主義の意味やどういう状況のときのことをいうのか分かってるのかな？
中国は鏡見たほうが良いのでは？",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:zLd4zjXW0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0428 名無しどんぶらこ 2025/11/23(日) 21:23:40.24",https://donguri.5ch.net/,垢版,|,,お前らのせい,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:QQeJHA4w0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0429 名無しどんぶらこ 2025/11/23(日) 21:24:21.98",https://donguri.5ch.net/,垢版,|,,侵略国家がなんかほざいとるｗ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:P6MrK60S0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0430 名無しどんぶらこ 2025/11/23(日) 21:25:21.09",https://donguri.5ch.net/,垢版,|,,高市氏の愛国心が本物なら国交断絶したらいいじゃない,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:SbUz+82s0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0431 名無しどんぶらこ 2025/11/23(日) 21:26:47.87",https://donguri.5ch.net/,垢版,|,,ビビりすぎわろた,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:8l10ZvJ60,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0432 名無しどんぶらこ 2025/11/23(日) 21:29:35.87",https://donguri.5ch.net/,垢版,|,,"王毅って個人的には親日なんでしょ
大変だよねこの人",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:8iEWyzwU0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0433 名無しどんぶらこ 2025/11/23(日) 21:29:44.24",https://donguri.5ch.net/,垢版,|,,"冗談抜きでDQN中学も息を吐くように嘘をつく悪魔の巣窟でしたからね、
それも一部ではありましたが、その共犯者は無数にいました。

これから全て清算してあの社会のゴミ連中にも
今後一切私と親兄弟や親族の人生に関わらせないようにしますので
知性ある良識ある日本人の皆さんにはご協力いただきたいね、
アメリカの要人の皆さん、ユダヤ社会の皆さん同様に。

本当に最悪だからね、あんな連中と関わるきっかけがなければ
私はとっくの昔にアメリカで大活躍し、
もっと直接的で大々的にアメリカや日本の未来の発展に
貢献できていたでしょうからね。

本当に悪魔と乞食どもにはうんざりです。",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:NrDusk0O0(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0434 名無しどんぶらこ 2025/11/23(日) 21:32:17.34",https://donguri.5ch.net/,垢版,|,,中国ロシアいなかったら毎月ガッツリ税金もってかれることもないんだろうなあ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:KRM+ty+r0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0435 名無しどんぶらこ 2025/11/23(日) 21:33:06.19",https://donguri.5ch.net/,垢版,|,,"第一列島線は日本の主権線ヤー
この島に男はおらへんのかぃっ💢❕
キンタマ付いとんのかい???
Lebensraumを死守せよ❕
東トルキスタン、チベット、内モンゴルを解放せよ　不要亡了❕通州日本人大虐殺
VCP狂産暴力党を退治せよ👊🤬
害獣鬼畜死ナ畜どもを大量に殺せ❕
鬼畜死ナチ玖が地球上に存在するのはアホやと思う 198464

　　　 ＿🦌＿
　　 ／三ミ三ミ＼
　 ／ミミ🇯🇵三ヾ＼
　/ﾉ／^ﾞ⌒ﾞ⌒ヾミ　ﾍ
　ﾚ｜　　　　　＼ヾ｜
　ﾚｲ ⌒＼　／⌒ ｜|｜
　Ｖ(👁ヽ　ィ👁)｜ﾍ/
　(Y　　｜　　　 ﾚ｜
　O|　　(＿　　　Oﾉ
　 ヽ 〈 🫦 〉 从
　 ／＼　￣　／ ∧
　/　　)`―-′ /|｜
　＼　/８　　 / | ＼
　/｜｜ ﾟ∞∞/ ノ
覚醒めよSAMURAI　やるのよ いてまえ
by サナエット・タカイッチャー総統
卍✋卍✋卍✋卍✋卍✋卍✋卍✋
🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🎌🇯🇵🏺🍯
極超音速遺憾砲をぶち込めやー
https//pbs.twimg.com/media/D3OOT1mUgAAa1UN.jpg
https//youtu.be/RLGxpM3zLVE?si=Ga9Up1OAbBy59LBYhttps//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12
http//video.twimg.com/ext_tw_video/1834911636693696512/pu/vid/avc1/720x1278/5h08EcKGTQDxwi72.mp4",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:1Aw++xtN0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0436 名無しどんぶらこ 2025/11/23(日) 21:33:07.90",https://donguri.5ch.net/,垢版,|,,"中國が愚かにも敵国条項持ち出してきたから本格的に削除しようかってなり始めたし
その点では救世主かもね！",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:OOZlgCuG0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
