threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),threadview_response_body_link (3),js-response href,highlight,res_id,js-response
"垢版
|
0567 名無しどんぶらこ 2025/11/28(金) 07:31:01.67",朝日が火を付け、TVが煽る,,,,,,,,ID:BqAgclQ60,
"垢版
|
0568 名無しどんぶらこ 2025/11/28(金) 07:31:05.35","俺も政府関係者だけど
日本にはシンゾーの墓とアキエがいるから
必ず守るってトランプが言ってたよ",,,,,,,,ID:jSJ5eE7G0,
"垢版
|
0569 名無しどんぶらこ 2025/11/28(金) 07:31:08.02",またパヨチンが負けたのかw,,,,,,,,ID:TsxwQPeG0(19/29),
"垢版
|
0570 名無しどんぶらこ 2025/11/28(金) 07:31:18.30",">>537
こないだの会見では高市の名前も言ってなかったけどなw",,>>537,,,,,,ID:HbvbXMNB0(5/10),
"垢版
|
0571 名無しどんぶらこ 2025/11/28(金) 07:31:26.18","うるせーな
だったらお前がシナ説得しにいってこいよ
いつも口ばっかで偉そうに",,,,,,,,ID:387mMwTV0,
"垢版
|
0572 名無しどんぶらこ 2025/11/28(金) 07:31:42.82",">>553
アナタの言う通り、まずは日本人が血を流してくれないと。
アメリカが本格的に動け無いからね。
リメンバーパールハーバー。みたいじゃ無いとね？",,>>553,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:xCX9UvMm0(7/10),1
"垢版
|
0573 名無しどんぶらこ 2025/11/28(金) 07:31:50.72",">>1
マスゴミ?支持率下げてやる！?",,>>1,,,,,,ID:rOUVuQU00,
"垢版
|
0574 名無しどんぶらこ 2025/11/28(金) 07:31:52.74",">>4
【速報】 米国、台湾へ約510億円相当の武器売却を承認　中国「レッドライン、あらゆる措置取る」トランプ政権を激しく批判 動画あり [お断り★]
↑
アメブタは台湾に武器売りまくってるのに
そのアメブタがなにほざいてんのってみんな思うよな
トランプほど外交を分かってない馬鹿はいない
日本で極限まで反米感情が高まるだろう",,>>4,,,,,,ID:ByvsIL5N0(1/21),
"垢版
|
0575 名無しどんぶらこ 2025/11/28(金) 07:32:02.01","当然　豚朝鮮人は

日本とチウ国が喧嘩してくれたら漁夫の利だ

そんなこともわからないのか！　高市お前は失格ではなく処罰ものだぞ",,,,,,,,ID:6KGbVvYP0(9/25),
"垢版
|
0576 名無しどんぶらこ 2025/11/28(金) 07:32:08.90",">>6
それは北京が更地になってからかな。",,>>6,,,,,,ID:12oqrUh00,
"垢版
|
0577 名無しどんぶらこ 2025/11/28(金) 07:32:18.47",早苗ちゃんもたくさんおしゃべりして中国と仲良くしたい言ってたもんね,,,,,,,,ID:KQTMzYO10,
"垢版
|
0578 名無しどんぶらこ 2025/11/28(金) 07:32:21.02","初の女性首相がこんな騒動起こしてなあ。
女尊男卑社会の末路よ",,,,,,,,ID:EZ5Rwwy10,
"垢版
|
0579 名無しどんぶらこ 2025/11/28(金) 07:32:22.08",">>526
独裁者本人は有能かもしれんが、それに踊らされてるだけの信者のお前が有能なわけじゃないぞｗ
自分を支配者側だと思い込んでる養分が一番滑稽だわ",,>>526,,,,,,ID:InZ/Vp240(2/2),
"垢版
|
0580 名無しどんぶらこ 2025/11/28(金) 07:32:41.37",">>18,412
こうしてネトウヨはCIAの指示系統すら無視して統一教会路線へ進むのでした

お前らも壺市サナダムシも、スパイの自覚なさすぎだろ
完全にオウム真理教化してんじゃん",,>>18,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:cpIE0x5z0(1/10),1
"垢版
|
0581 名無しどんぶらこ 2025/11/28(金) 07:32:42.34",朝から工作して共産党員って暇なのか？,,,,,,,,ID:XmIMUcyl0,
"垢版
|
0582 名無しどんぶらこ 2025/11/28(金) 07:32:46.73",">>19
今さら引けないわ",,>>19,,,,,,ID:3FiJRPy20,
"垢版
|
0583 名無しどんぶらこ 2025/11/28(金) 07:32:48.54",">>526
独裁者を肯定しちゃったよこのアホｗ
民主主義国家で何言ってんだこいつ
やっぱりカルトじゃねーか",,>>526,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:mskWfRKr0(1/2),1
"垢版
|
0584 名無しどんぶらこ 2025/11/28(金) 07:32:56.32",">>546
全くもって恥ずかしい国になってしまったな
総理大臣になる前に育て上げろっちゅーの",,>>546,,,,,,ID:RdD5edFZ0(6/6),
"垢版
|
0585 名無しどんぶらこ 2025/11/28(金) 07:33:09.80",">>539
クソバカネトウヨ「マスコミ情報の若者の支持率は信じる！」
クソバカネトウヨ「オールドメディアがー！」

この矛盾
お前みたいなクソバカは
脳内でどう処理してんの？www
自分が頭がおかしいと理解出来ないの？
バカなの？",,>>539,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:oRzB/F+30(24/38),1
"垢版
|
0586 名無しどんぶらこ 2025/11/28(金) 07:33:12.25","トランプええやつやん
早苗はちゃんと言うこと聞くように",,,,,,,,ID:IMq+3cKa0,
"垢版
|
0587 名無しどんぶらこ 2025/11/28(金) 07:33:12.78","中国が台湾に武力行使しなければ何も起こらない話なのに、そこに触れる日本のマスコミは居ないな
アメリカ軍が出てこない時も何も起こらないし",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:zbfVjlJF0(2/2),1
"垢版
|
0588 名無しどんぶらこ 2025/11/28(金) 07:33:18.37",">>543
世界各国そうだろうが俺みてぇな体制側の人間からすりゃ警察や軍(日本の場合自衛隊)が鎮圧すりゃいいだけのデモなんざ屁でもねぇよw",,>>543,,,,,,ID:kCegNbRu0(8/17),
"垢版
|
0589 名無しどんぶらこ 2025/11/28(金) 07:33:36.95",">>583
日本語不自由すぎだろ
駅前留学いっとけ",,>>583,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:lIuWRePB0,1
"垢版
|
0590 名無しどんぶらこ 2025/11/28(金) 07:33:39.92","支持率連呼してる奴居るけど
鳩山政権も支持率80%超えだったからなw",,,,,,,,ID:BZ0Dt2cM0,
"垢版
|
0591 名無しどんぶらこ 2025/11/28(金) 07:33:43.15","しかもチウ国は美人出してきたから
執拗　というよりアッパレだ",,,,,,,,ID:6KGbVvYP0(10/25),
"垢版
|
0592 名無しどんぶらこ 2025/11/28(金) 07:33:54.06",">>538

クソバカネトウヨ「マスコミ情報の若者の支持率は信じる！」
クソバカネトウヨ「オールドメディアがー！」

この矛盾
お前みたいなクソバカは
脳内でどう処理してんの？www
自分が頭がおかしいと理解出来ないの？
バカなの？",,>>538,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:oRzB/F+30(25/38),2
"垢版
|
0593 名無しどんぶらこ 2025/11/28(金) 07:33:57.39","日本はいつでもウェルカム
断ってるのは中国",,,,,,,,ID:+gjnwu230(11/11),
"垢版
|
0594 名無しどんぶらこ 2025/11/28(金) 07:34:04.67",なお当の中国は今度はフランスに泣きついてる模様,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:VpgRYvCj0(1/2),3
"垢版
|
0595 名無しどんぶらこ 2025/11/28(金) 07:34:09.54",">>580
共産党お爺ちゃんって宗教と関係ない一般人を統一教会認定するからすげー分かりやすいw",,>>580,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(20/29),1
"垢版
|
0596 名無しどんぶらこ 2025/11/28(金) 07:34:12.60",">>24
日本はアメブタに従属してないと困るっていうチョンの視点が独特すぎる。
そういう視点でレスする時点で直ぐにチョンの工作レスだと分かる。

もう日本人はトランプってゴミが出てきた時点でアメブタなんて大した国だと思ってない
↓

読売世論調査「米国を信頼してない」 過去最高の68％　「信頼する」22％",,>>24,,,,,,ID:ByvsIL5N0(2/21),
"垢版
|
0597 名無しどんぶらこ 2025/11/28(金) 07:34:15.99",うちのトカゲのサナエちゃんはすぐウソつくんです御免なさい,,,,,,,,ID:zsPEGkQo0(1/2),
"垢版
|
0598 名無しどんぶらこ 2025/11/28(金) 07:34:18.02",">>585
レス番間違えすいません",,>>585,,,,,,ID:oRzB/F+30(26/38),
"垢版
|
0599 名無しどんぶらこ 2025/11/28(金) 07:34:23.32",">>503
オールドメディアは反高市早苗で一貫してるんだから実際よりも高く出すことは考えにくいだろう",,>>503,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:2xLwPTw10(13/19),3
"垢版
|
0600 名無しどんぶらこ 2025/11/28(金) 07:34:42.83","XとかYouTubeのデタラメの動画をなんの疑問も持たずに見て
「ジャパン?アズ?ナンバーワン」に浸っていればいいよ
逆にそれが敵国の作戦かもなｗ",,,,,,,,ID:MCmLH3hK0(4/4),
"垢版
|
0601 名無しどんぶらこ 2025/11/28(金) 07:34:43.79","日本側の政府、官僚からもリーク出てきたってことは周囲に相当不満たまってるな
もう面倒見きれんってとこ
就任早々日米関係で問題起こして統制取れなくなるのは鳩山以来
高市政権早晩レームダック化するだろう",,,,,,,,ID:bp8pVSia0(1/3),
"垢版
|
0602 名無しどんぶらこ 2025/11/28(金) 07:34:43.81","いつもでてくる関係者w
名前は出てこない",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:+K18lUIT0,1
"垢版
|
0603 名無しどんぶらこ 2025/11/28(金) 07:34:55.35",">>594
なんだかみっともないなあ
これが世界の中心を気取る国家の末路か??",,>>594,,,,,,ID:BEXtDtc+0(16/17),
"垢版
|
0604 名無しどんぶらこ 2025/11/28(金) 07:34:57.75","日本としてはアメリカ巻き込んで中国と早く戦争したくても
トランプがこんなに戦争嫌がるとは思ってなかった",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:1Cuesfj00(2/6),1
"垢版
|
0605 名無しどんぶらこ 2025/11/28(金) 07:35:09.23",都合の良い時だけオールドメディアを信じるネトウヨ居て草生えた,,,,,,,,ID:r/FKyGIn0,
"垢版
|
0606 名無しどんぶらこ 2025/11/28(金) 07:35:13.34",">>526
権力闘争で勝ち上がる能力と政治の能力は別だわな",,>>526,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:I1pDZJZv0(4/4),1
"垢版
|
0607 名無しどんぶらこ 2025/11/28(金) 07:35:17.36","X=恥ずかしい国

?　恥ずかしいキザクラ　河童",,,,,,,,ID:6KGbVvYP0(11/25),
"垢版
|
0608 名無しどんぶらこ 2025/11/28(金) 07:35:47.47",">>589
駅前留学てww
いつの時代の人間だよ
加齢臭凄まじいからROMっとけ爺さん",,>>589,,,,,,ID:mskWfRKr0(2/2),
"垢版
|
0609 名無しどんぶらこ 2025/11/28(金) 07:35:52.60",">>594
フランスは東アジアなんて関係ねーよという感じだったような
商売相手かつ対ロシアで影響力がある中国の話を無碍にはできんだろうな",,>>594,,,,,,ID:HbvbXMNB0(6/10),
"垢版
|
0610 名無しどんぶらこ 2025/11/28(金) 07:35:53.78",">>602
そりゃ消されちゃうからね
名前出したら今頃冷たい海の底だよ",,>>602,,,,,,ID:VpgRYvCj0(2/2),
"垢版
|
0611 名無しどんぶらこ 2025/11/28(金) 07:36:03.93","そもそも1の記事自体捏造じゃね？
↓は政府が出してるコメントなんだから↓の記事のほうが信憑性が高い

【速報】 トランプ米大統領が高市首相に、台湾巡り助言したという報道は事実ではない　日本政府が否定 ★3 [お断り★]
https://asahi.5ch.ne...newsplus/1764244319/",https://asahi.5ch.net/test/read.cgi/newsplus/1764244319/,https://asahi.5ch.ne...newsplus/1764244319/,,,,,,ID:ByvsIL5N0(3/21),
"垢版
|
0612 名無しどんぶらこ 2025/11/28(金) 07:36:05.58",">>572
日本防衛じゃねーんだから、日本が率先して血を流すわけねーのよ
国内法的にも不可能だし",,>>572,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:x7aOD4Qz0(5/7),1
"垢版
|
0613 名無しどんぶらこ 2025/11/28(金) 07:36:16.25",日本周辺各国のインバウンドに寄与するチョン市は何と心の寛いお方かw,,,,,,,,ID:kCegNbRu0(9/17),
"垢版
|
0614 名無しどんぶらこ 2025/11/28(金) 07:36:20.60","オールドメディア批判のネトウヨは
何でニュースプラス板に居るんだい？
頭が悪いから
その意味すら理解できないのかい？w",,,,,,,,ID:oRzB/F+30(27/38),
"垢版
|
0615 名無しどんぶらこ 2025/11/28(金) 07:36:25.04",">>604
台湾に武器を売ってるぞ
中国には売らないけどな",,>>604,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:+biGmCxq0,1
"垢版
|
0616 名無しどんぶらこ 2025/11/28(金) 07:36:49.23",">>599
そもそもメディアを古い新しいの括りで分ける事が論外
文字通り情報を伝達する媒体の違いでしかないからどっちが正しいとかない",,>>599,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:bYim5gw90(6/12),1
"垢版
|
0617 名無しどんぶらこ 2025/11/28(金) 07:36:57.26",">>599
＞オールドメディアは反高市早苗で一貫してる
まずこれの根拠が示されていない
事実なのか単なるきみの妄想なのかわからん
そんなものを前提にされて述べられても、肯定は出来ないなぁ",,>>599,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:7XO7T/Ju0(10/19),1
"垢版
|
0618 名無しどんぶらこ 2025/11/28(金) 07:37:03.51",">>523
アメリカ白人から見たら日中ともにモンゴロイドじゃん
日本はアメリカの太平洋利権のためにサンドバッグになれだろ",,>>523,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:32Q7xkBb0(7/7),1
"垢版
|
0619 名無しどんぶらこ 2025/11/28(金) 07:37:25.14",※なお、ソースはフェイクメディア,,,,,,,,ID:swRfm6od0,
"垢版
|
0620 名無しどんぶらこ 2025/11/28(金) 07:37:34.38",恥ずかしい　キ?サクラ,,,,,,,,ID:6KGbVvYP0(12/25),
"垢版
|
0621 名無しどんぶらこ 2025/11/28(金) 07:37:36.80","アメリカには関係ない
引っ込んでろ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:CcGv25mK0,1
"垢版
|
0622 名無しどんぶらこ 2025/11/28(金) 07:37:37.24","中国は高市発言の撤回がなければアメリカとの交渉を前に進めないとトランプに伝達
高市オワタ",,,,,,,,ID:C/frIPWU0(1/2),
"垢版
|
0623 名無しどんぶらこ 2025/11/28(金) 07:37:40.70","トランプ米大統領声明「高市首相は非常に賢く、非常に強い。素晴らしい指導者になるだろう」「私は素晴らしい関係を築いている」
↑
トランプごとき豚が高市さんに媚びた所でトランプって豚のせいでアメブタが失った信用は永遠に取り戻せない

トランプ大統領、中国総領事の高市総理批判投稿巡り「同盟国も友人とは言えない」「私は中国と良好な関係」

↑
読売世論調査「米国を信頼してない」 過去最高の68％　「信頼する」22％

日本国民はトランプって負け犬反日豚を完全に切っている
この読売の世論調査はかなり前のだから今はもっと米国に対する日本国民の信頼は落ちてるよ

トランプがバカなのは日本の反米感情の方が何倍も根深いのに気づいてなかった事
家族が米軍に空襲等で殺された人間がまだ生きてる国なんだから。
トランプはアメリカで急速に支持落としてる。トランプは任期終わったら確実に逮捕されるよ。
トランプみたいな負け犬反日豚はアメリカ世論が殺してくれるけど、トランプが消えた後も日本人の反米感情は残り続ける

コカ?コーラ　アップル　ディズニー等のアメブタコンテンツ関係
などトランプって負け犬反日豚のせいで日本でどんどんアメブタ企業の業績悪くなってるのをご存知ですか？
コンテンツが一番顕著で今の若い層は洋画見ない洋楽聴かない洋ゲーやらない海外小説読まないだからね
日本国民の反米感情からくるアメブタ潰しは着々と成功していってるのです
この調子で日本から反日アメブタ企業を完全に追い出しましょう！

トランプって反日豚野郎、北朝鮮で刈り上げに土下座して帰ってきた時点で信用してなかった
トランプって豚やたらと興奮して「金正恩が会ってくれた！感激してる！」みたいな事ほざいててバカかと思った
あれがどういうことかというと反日のトランプは日本に核攻撃するかもしれない北朝鮮の脅威を残しておきたかったんだよ
あの時からトランプって豚の本性は見えていたし安倍さんもトランプを全く信用してなかった

トランプの人間的な卑しさ、虫酸が走る

前々からトランプって日本に対してチクチクいうの嫌いだった
これとか

トランプ「フクシマは3000年間人が入ることのできない土地」
https://itest.5ch.ne...poverty/1729928419/1",https://itest.5ch.net/greta/test/read.cgi/poverty/1729928419/1,https://itest.5ch.ne...poverty/1729928419/1,,,,,,ID:ByvsIL5N0(4/21),
"垢版
|
0624 名無しどんぶらこ 2025/11/28(金) 07:37:43.07",トランプ「三下が勝手に喧嘩を売るんじゃない！　バカ者！」,,,,,,,,ID:FuJ8huAC0(1/5),
"垢版
|
0625 名無しどんぶらこ 2025/11/28(金) 07:37:45.35","なんかフランスに支持要請出してるけど
フランスにゃ無理やり中国に加担して何の得もねーよな",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:CBgh6izI0,2
"垢版
|
0626 名無しどんぶらこ 2025/11/28(金) 07:37:57.93","高市早苗はそんな話は聞いてないって言ってたよ
トランプと高市どっちがウソついてるんだ？",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:Y8jP+B0/0,1
"垢版
|
0627 名無しどんぶらこ 2025/11/28(金) 07:38:08.67",">>599
とにかく
ネトウヨは何一つ根拠のない妄想から
話をしてるんだなw",,>>599,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:oRzB/F+30(28/38),1
"垢版
|
0628 名無しどんぶらこ 2025/11/28(金) 07:38:08.76","トランプがヘタレるとはな
でもこれで逆に自分を客観的に見れるようになっただろうな
だがこれはトランプの意思でもないかもしれんなあ
取り巻きの忠告かもしれないし",,,,,,,,ID:7Kf0oiEg0(1/4),
"垢版
|
0629 名無しどんぶらこ 2025/11/28(金) 07:38:19.50",">>592
よちよちw
パヨクお爺ちゃん的には「多くの若者が高市支持という現実」は耐えられないもんなw

いっぱい発狂していいのよ
コレから淘汰されるパヨクお爺ちゃんw

てか若者が高市支持というソースがオールドメディアだけの情報と信じてる時点で古すぎるw
もっと若者とSNSで交流しようぜ化石お爺ちゃんw",,>>592,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(21/29),1
"垢版
|
0630 名無しどんぶらこ 2025/11/28(金) 07:38:23.07",">>618
残念ながら日本単独ではサンドバッグにもなれんのよ
だから米軍が駐留してるわけで
そろそろ日本は弱小国だと認めたらどうなんだ、ネトウヨさんは",,>>618,,,,,,ID:x7aOD4Qz0(6/7),
"垢版
|
0631 名無しどんぶらこ 2025/11/28(金) 07:38:25.96",">>587
つまりアメリカがトンキン湾事件リターンしたらヤバいって事じゃん
中共が攻撃してないのに攻撃してきたと捏造して開戦
日本はアメリカの言い分信じて参戦
後に捏造がバレる",,>>587,,,,,,ID:YDd0gwKh0(2/4),
"垢版
|
0632 名無しどんぶらこ 2025/11/28(金) 07:38:27.73","イソ子からの玉木代表への質問の回答が一番的を射てると思うけど
「撤回するとしたら、どの部分を撤回したらいいと思います？」",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:n8mS9Krn0(5/6),1
"垢版
|
0633 名無しどんぶらこ 2025/11/28(金) 07:38:38.06","事実上の発言撤回
↓
トランプに言われたから仕方なく...

これが日本政府の火消しだとしたら
無能すぎて悲しくなる",,,,,,,,ID:X/kkWcsj0,
"垢版
|
0634 名無しどんぶらこ 2025/11/28(金) 07:38:53.31",これ政府から「言われてない」って出てなかった？,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:sJv2OMNb0,1
"垢版
|
0635 名無しどんぶらこ 2025/11/28(金) 07:38:57.42",おパヨ様火病ってる,,,,,,,,ID:UiQfinoY0(1/10),
"垢版
|
0636 名無しどんぶらこ 2025/11/28(金) 07:39:05.44",誤報とか多すぎて信用ならん,,,,,,,,ID:jSS9Lotu0,
"垢版
|
0637 名無しどんぶらこ 2025/11/28(金) 07:39:16.51","チョンとチョンと一体化している売国左翼はいい加減に無駄な努力やめろよ
チョンとチョンと一体化している売国左翼を叩き潰すための高市政権を国民の殆どは支持してんだから

日本国民自体がもうチョンとチョンと一体化している売国左翼に我慢の限界なんだよ",,,,,,,,ID:ByvsIL5N0(5/21),
"垢版
|
0638 名無しどんぶらこ 2025/11/28(金) 07:39:18.85",共同通信の高市高支持率は嬉々としてソースに挙げるくせにw,,,,,,,,ID:mkZk9tPe0,
"垢版
|
0639 名無しどんぶらこ 2025/11/28(金) 07:39:19.57",エスカレートとクソも日本は何もしてないからこのまま無視しとけ,,,,,,,,ID:JJgwrUCB0,
"垢版
|
0640 名無しどんぶらこ 2025/11/28(金) 07:39:24.50","米中貿易を成功させたい
トランプの意向だぞ

バカウヨは、大人しくしとけよ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:uhVQ6dhv0(4/4),2
"垢版
|
0641 名無しどんぶらこ 2025/11/28(金) 07:39:24.45",">>632
例示部分すべて撤回するだけでいいのになんか撤回が難しいとかおもしろいこというよな",,>>632,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:qj+wgTWe0(3/5),1
"垢版
|
0642 名無しどんぶらこ 2025/11/28(金) 07:39:33.19",">>634
日本語って便利だからね",,>>634,,,,,,ID:fbJ/aDIh0(1/3),
"垢版
|
0643 名無しどんぶらこ 2025/11/28(金) 07:39:34.12",">>625
コロナ以降資産を大幅に引き上げとるからねえ
EUは支那リスクから投資を最盛期からみて９５％ぐらい減らしとるようだし",,>>625,,,,,,ID:BEXtDtc+0(17/17),
"垢版
|
0644 名無しどんぶらこ 2025/11/28(金) 07:39:39.90",">>595
はいはい
壺「壺ってゆーな！」
のいつもの壺しぐさ",,>>595,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:cpIE0x5z0(2/10),1
"垢版
|
0645 名無しどんぶらこ 2025/11/28(金) 07:39:46.57","まぁ、実際に台湾有事を中国が引き起こして海上封鎖が起きたら存続危機事態に該当するのは間違いないだろ
何をもって対処するのかはしらんけど",,,,,,,,ID:K/ZD0T9B0,
"垢版
|
0646 名無しどんぶらこ 2025/11/28(金) 07:39:46.54","つかよく見たらソースは共同通信かよ

この時点でもうダメじゃん",,,,,,,,ID:jvYChg230,
"垢版
|
0647 名無しどんぶらこ 2025/11/28(金) 07:39:49.04",">>10
寧ろ打ち合わせ済みじゃないかと
お陰でアメリカは台湾とも中共ともビジネスでウハウハやろ",,>>10,,,,,,ID:HanxqfLM0,
"垢版
|
0648 名無しどんぶらこ 2025/11/28(金) 07:39:59.15",">>615
米軍を出さずに武器を売るのが今のアメリカだな",,>>615,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:HbvbXMNB0(7/10),2
"垢版
|
0649 名無しどんぶらこ 2025/11/28(金) 07:39:59.94",にほんに,,,,,,,,ID:ZQ9ECHv90,
"垢版
|
0650 名無しどんぶらこ 2025/11/28(金) 07:40:07.90",WSJがデマってストーリーが通用しなくなったけどネトウヨは次はどんなストーリーを作るんだ？ｗ,,,,,,,,ID:KBHWEK4D0,
"垢版
|
0651 名無しどんぶらこ 2025/11/28(金) 07:40:14.56","高市早苗は外患誘致罪だし
木原は虚偽の説明をした",,,,,,,,ID:OJNJ4r0A0,
"垢版
|
0652 名無しどんぶらこ 2025/11/28(金) 07:40:15.92",">>629
結局
自分の中の論理矛盾に答えられないで逃げるだけw
恥ずかしいバカだよネトウヨ",,>>629,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:oRzB/F+30(29/38),1
"垢版
|
0653 名無しどんぶらこ 2025/11/28(金) 07:40:16.20",">>625
得はある
トランプ関税でアメリカは輸入規制掛けるからその代替に中国が選ばれるのは有り得る
それは中国に付く大きなメリット",,>>625,,,,,,ID:bYim5gw90(7/12),
"垢版
|
0654 名無しどんぶらこ 2025/11/28(金) 07:40:19.92","発言を撤回って台湾有事になっても
日本はアメリカを助けないって言えって事？
無理やろw中国は何を言ってんだ？",,,,,,,,ID:ee1pBhzJ0,
"垢版
|
0655 名無しどんぶらこ 2025/11/28(金) 07:40:28.00",日本が謝罪するまで徹底的にロビー活動するよチャイナ,,,,,,,,ID:V6ZtWMZ90(1/3),
"垢版
|
0656 名無しどんぶらこ 2025/11/28(金) 07:40:29.72",">>1

このスレのまとめ　具体的反論が不可能な正論集です

台湾関係でヒステリックな反応が起きている(起こしている）が、
中国のいってることはただのヤクザだが、↓のように言えない日本もまた幼稚だ。
そしてそれらが分からない国民もまた、哲学がなく、感情や利害だけで物事を見る幼稚な人々なのである。

「沖縄に住む人々の大多数は日本に属したいと思っているから日本の一部になっている。
同じように、台湾に住む人々は中国に属したいのであれば日本はそれを尊重するし、
属したくないのであれば、日本はそれを尊重する。
それがその土地に住む人々の意思を尊重することであり、それが幸福につながるのだから。
その土地がどうあるべきかは、その土地の人々がどうしたいかで決めるべきであり、権力者が決めるべきことではない。」
と正論を堂々と言えばよい。
この正論に歯向かった時点で中国は世界から見放されるのだから。

中国のこれまでの言動によって、世界においてのイメージは最低レベルなので、
日本は普通に正論を言えば、ますます中国は世界から危ない国だと思われ、世界は日本の見方になってくれます。
（もはや正しさより自分の利益しか考えないアメリカは、あいまいな態度をとるしかないでしょうがね）
中国につくのはアフリカ諸国などの、中国マネーを正しさより優先するような国だけです。",,>>1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:8UiIP6SN0(2/3),3
"垢版
|
0657 名無しどんぶらこ 2025/11/28(金) 07:40:51.01",統合失調国が暴走してるのをどうしろと,,,,,,,,ID:SkvHwZE30,
"垢版
|
0658 名無しどんぶらこ 2025/11/28(金) 07:40:54.37",">>640
そうだとしてもまた騙される未来が見えるよな
トランプの事だけれど",,>>640,,,,,,ID:7Kf0oiEg0(2/4),
"垢版
|
0659 名無しどんぶらこ 2025/11/28(金) 07:41:01.88",ネタになればどちらにも傾くことで有名な共同通信さんが言うなら間違いない,,,,,,,,ID:gMDd65bJ0,
