threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link (3)
"垢版
|
0501 名無しどんぶらこ 2025/11/28(金) 00:01:18.83",このBBAｗ,,,,,,ID:DiHXcplG0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0502 名無しどんぶらこ 2025/11/28(金) 00:01:21.17",国民のことなんかよりも、議員に毎月5万円配布しまーすｗｗｗ,,,,,,ID:GiTiCM4p0(2/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0503 名無しどんぶらこ 2025/11/28(金) 00:01:31.96",>>460 　そうですか？周りに指示している人いるか？,,>>460,,,,ID:Chn8mFkV0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0504 名無しどんぶらこ 2025/11/28(金) 00:01:44.91",正体現したね,,,,,,ID:VM9Yuutg0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0505 名無しどんぶらこ 2025/11/28(金) 00:01:51.43",ふざけるな,,,,,,ID:GI80AtAo0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0506 名無しどんぶらこ 2025/11/28(金) 00:01:53.98",高市には安倍時代の悪巧み総司令塔の今井尚哉がついたから、無茶が平気と調子乗り始めた,,,,,,ID:XvJBxWJI0(2/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0507 名無しどんぶらこ 2025/11/28(金) 00:02:18.09",一般国民はムカつくので増税でーすｗｗｗ,,,,,,ID:GiTiCM4p0(3/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0508 名無しどんぶらこ 2025/11/28(金) 00:02:43.50",また騙されたのかねｗ,,,,,,ID:Q6t1KZyb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0509 名無しどんぶらこ 2025/11/28(金) 00:02:53.98",もうダメだろこの女,,,,,,ID:P4BGzzrH0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0510 名無しどんぶらこ 2025/11/28(金) 00:03:09.25",">>497
今井尚哉は『文藝春秋』で言っている
国として絶対にしてはいけないのは戦争と財政破綻
高市は両方やりそうだ",,>>497,,,,ID:QfQ+IKsz0(2/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0511 名無しどんぶらこ 2025/11/28(金) 00:03:34.06","国民に寄り添っている順

山上徹也＞（越えられない壁）＞石破＞高市",,,,,,ID:TNlb7aE20(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0512 名無しどんぶらこ 2025/11/28(金) 00:03:35.16",">>1
>>358
これを言いに来た",,>>1,,>>358,,ID:zkXTj9nA0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0513 名無しどんぶらこ 2025/11/28(金) 00:03:37.39",おおかた人ってのは見かけ通りだからよ🥲,,,,,,ID:G+1kvaVN0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0514 名無しどんぶらこ 2025/11/28(金) 00:03:41.28",">>488
松川るいは、旧安倍派のエラそうなババア　娘をエッフェル血税旅行に連れていった噂もある",,>>488,,,,ID:XvJBxWJI0(3/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0515 名無しどんぶらこ 2025/11/28(金) 00:03:48.81",こいつに期待するバカｗしょせん自民だぞ,,,,,,ID:d9+A03dJ0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0516 名無しどんぶらこ 2025/11/28(金) 00:03:54.30","https://pbs.twimg.co.../G6rJ65Ba4AAgWPG.jpg

萩生田おわる",,,https://pbs.twimg.com/media/G6rJ65Ba4AAgWPG.jpg,https://pbs.twimg.co.../G6rJ65Ba4AAgWPG.jpg,,ID:0OD4djG00(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0517 名無しどんぶらこ 2025/11/28(金) 00:04:20.50","流石アベ直系ｗ
御発言も親分そっくりでございますｗ",,,,,,ID:7HIMxvO80,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0518 名無しどんぶらこ 2025/11/28(金) 00:04:20.82",自分の余計な失言を国民のせいにしてたよな,,,,,,ID:hndoUOfg0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0519 名無しどんぶらこ 2025/11/28(金) 00:04:21.91",裏金関係あるか？,,,,,,ID:+1QGHIVc0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0520 名無しどんぶらこ 2025/11/28(金) 00:04:23.71",岡田がムカつくので減税はぜっ～～～～～～～たいしませーんｗｗｗｗ,,,,,,ID:GiTiCM4p0(4/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0521 名無しどんぶらこ 2025/11/28(金) 00:04:26.67","ネトウｙｎ特技論点ずらしじゃんｗ
くっそうける",,,,,,ID:ztOU75w20(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0522 名無しどんぶらこ 2025/11/28(金) 00:04:29.19",あまりに不誠実すぎる。誠実のポーズすら見せない,,,,,,ID:TYKyijtu0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0523 名無しどんぶらこ 2025/11/28(金) 00:04:37.17",山里「高市さんの批判はやめよう」,,,,,,ID:nxKic9PF0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0524 名無しどんぶらこ 2025/11/28(金) 00:05:05.05",">>491
偽装保守右翼で中身はカルトか銭ゲバ利権絡みですから
本来の保守右翼は移民なんて解禁しません",,>>491,,,,ID:XvJBxWJI0(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0525 名無しどんぶらこ 2025/11/28(金) 00:06:00.11",">>420
バカウヨだよ
反中なら喜んで投票するだろ
物価高でアメリカみたいに崩壊しても高市早苗に入れるんじゃないの？笑
壺マジックだよ",,>>420,,,,ID:nuwRo2gk0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0526 名無しどんぶらこ 2025/11/28(金) 00:06:12.19","首相になりたいと言いましたが
首相の器であるとは言ってません
その通り
はよ辞めろ",,,,,,ID:QfQ+IKsz0(3/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0527 名無しどんぶらこ 2025/11/28(金) 00:06:13.03","そんなことより
報告しろよ",,,,,,ID:Ii3SuC5j0(1/5),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0528 警備員[Lv.0][新芽] 2025/11/28(金) 00:06:22.01","高市さんって威勢が良いだけで何もしてなくね
正直大阪を豊かにした吉村さんに総理大臣やってほしい",,,,,,ID:jVEtT3Ds0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0529 名無しどんぶらこ 2025/11/28(金) 00:06:35.29","これは本当に酷い嘆かわしい
透明化するって言ったくせに
御党にじゃなくて国民に説明するんだよ
タンカ切った手前定数削減は実行しろよ",,,,,,ID:ALG6pdP90,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0530 名無しどんぶらこ 2025/11/28(金) 00:07:06.15",高市、早く選挙やれ。圧勝したら好きな事できるぞ,,,,,,ID:cFvLGp0j0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0531 名無しどんぶらこ 2025/11/28(金) 00:07:07.32","https://pbs.twimg.co.../G6uJU3Qa0AAV6TM.jpg

萩生田、これ何回目？",,,https://pbs.twimg.com/media/G6uJU3Qa0AAV6TM.jpg,https://pbs.twimg.co.../G6uJU3Qa0AAV6TM.jpg,,ID:0OD4djG00(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0532 名無しどんぶらこ 2025/11/28(金) 00:07:11.44",ウソ市に改名,,,,,,ID:C+8H2SjS0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0533 名無しどんぶらこ 2025/11/28(金) 00:07:39.15",いつまで裏金裏金言ってるの？国民は裏金とかどうでもいいんですよ？,,,,,,ID:GiTiCM4p0(5/8),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0534 名無しどんぶらこ 2025/11/28(金) 00:07:45.22","高市はパフォーマンスだけは上手いからな
ただ、トランプに向けた台湾有事発言は逆効果でしたが…w",,,,,,ID:TNlb7aE20(3/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0535 名無しどんぶらこ 2025/11/28(金) 00:08:37.16","それで選挙負けてただろ
記憶喪失かｗ",,,,,,ID:ztOU75w20(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0536 名無しどんぶらこ 2025/11/28(金) 00:09:17.42","【悲報】高市首相、とうとうキレる　「岡田つれてこいや！」
https://i.imgur.com/X96koPI.jpeg",,,https://i.imgur.com/X96koPI.jpeg,https://i.imgur.com/X96koPI.jpeg,,ID:jlpo/o880,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0537 名無しどんぶらこ 2025/11/28(金) 00:09:22.97","この流れなら言える
ジャップランドは50年以内に滅びる
少なくとも既存の日本民族としての国は終わる",,,,,,ID:RNkfAEyR0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0538 名無しどんぶらこ 2025/11/28(金) 00:09:35.79",反日勢力ってこういうスレで創り出されるんだな勉強になります。,,,,,,ID:hAHTYc4S0(1/28),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0539 名無しどんぶらこ 2025/11/28(金) 00:09:38.78","バブル崩壊と何度も言われてる中国だが
｢中国は日本の様にはならない｣と断言する経済学者
大陸中国と袂を別つ判断は、早すぎたね。

https://youtube.com/...?si=ai5QCw61hl6yTQUK",https://youtube.com/shorts/KwRhkXePabk?si=ai5QCw61hl6yTQUK,https://youtube.com/...?si=ai5QCw61hl6yTQUK,,,,ID:nSvDuAyq0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0540 名無しどんぶらこ 2025/11/28(金) 00:09:40.97",">>518
失言は他人のせいにします
予算委員会を止められるかもしれないので
中国と戦争すると言いました
だから質問した岡田と予算委院長の枝野のせいです",,>>518,,,,ID:QfQ+IKsz0(4/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0541 名無しどんぶらこ 2025/11/28(金) 00:09:45.95",な？安倍の悪いところ濃縮したような奴だろ？,,,,,,ID:M5gFMZak0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0542 名無しどんぶらこ 2025/11/28(金) 00:09:48.39",">>529
詐欺師がやるわけないだろ",,>>529,,,,ID:AiGr+8ET0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0543 名無しどんぶらこ 2025/11/28(金) 00:10:14.76",久々に安倍晋三レベルのクズ総理登場やな,,,,,,ID:HCcOWT3G0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0544 名無しどんぶらこ 2025/11/28(金) 00:10:21.14","1日1迷言とかノルマでもあるのか？
こいつは",,,,,,ID:KMyASKs20,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0545 名無しどんぶらこ 2025/11/28(金) 00:10:25.75",しつこいし、マジでどうでもいい,,,,,,ID:eLNZ51NQ0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0546 名無しどんぶらこ 2025/11/28(金) 00:10:53.09",">>533
え？よくないけど・・・
あんた本当に日本国民？",,>>533,,,,ID:1SqQU/El0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0547 名無しどんぶらこ 2025/11/28(金) 00:10:55.03",パヨクが苛ついてるので非公開が正解！パヨクざまぁああああああｗｗｗ,,,,,,ID:GiTiCM4p0(6/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0548 名無しどんぶらこ 2025/11/28(金) 00:10:55.38","これ全部見たけど野田というか野党4党はずいぶん譲歩したんだよ
立憲・維新が企業献金全面廃止に対して
公明，国民が政党支部への企業献金禁止という党本部はOKの譲歩案で
立憲と維新は全面禁止を撤回して公明国民の譲歩案に乗って、
これならどうだ随分譲歩しただろーーー？という感じなのに、
そんなことより〜が始まった",,,,,,ID:zIQ2DTZd0(1/9),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0549 名無しどんぶらこ 2025/11/28(金) 00:11:02.66","そんなことより
解散総選挙しましょうよ",,,,,,ID:zY2MfP4G0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0550 名無しどんぶらこ 2025/11/28(金) 00:11:07.87",ババァ遂に発狂w,,,,,,ID:sjWW4est0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0551 名無しどんぶらこ 2025/11/28(金) 00:11:36.51","ほらほら、ネトウヨ限定の支持率を背景に高市の傲慢さが露呈してきたぞｗｗｗｗ
円安で物価高はガンガン加速
中国の逆鱗に触れて経済活動の停滞がじわじわ来てる
来年あたりにドスーーーーーーーーーーーーーーーーーーーーーーーーーーーーーンと来るぞｗｗｗｗ",,,,,,ID:oX4lf6gp0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0552 名無しどんぶらこ 2025/11/28(金) 00:11:50.70",🎌サナエあれば憂い無し！これはサナちゃんGJだね！😉👌,,,,,,ID:GiTiCM4p0(7/8),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0553 名無しどんぶらこ 2025/11/28(金) 00:12:29.31",">>552
おいおい萩生田の件に関してコメントしろよ！",,>>552,,,,ID:nuwRo2gk0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0554 名無しどんぶらこ 2025/11/28(金) 00:12:52.43",裏金とかどうでもいいから別に,,,,,,ID:6eTb4oFw0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0555 名無しどんぶらこ 2025/11/28(金) 00:13:17.25","野党過半数なのだから公明、国民民主案で立法してしまえばいいだけ
維新が裏切りそうだけどな",,,,,,ID:5mtaK10j0(1/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0556 名無しどんぶらこ 2025/11/28(金) 00:13:20.37","萩生田は毎度毎度の企業献金で脳みそ腐ってるだろ😡
こんな奴閣僚に入れる高市早苗は政治オンチ😂",,,,,,ID:nuwRo2gk0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0557 名無しどんぶらこ 2025/11/28(金) 00:13:30.69",">>554
どうでもいいのならさっさと回答すればいいのでは？",,>>554,,,,ID:S4O952At0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0558 名無しどんぶらこ 2025/11/28(金) 00:13:43.65",国民舐めてるぞこの馬鹿市,,,,,,ID:oALpHWOp0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0559 名無しどんぶらこ 2025/11/28(金) 00:14:00.07",公表しない調査とかなんの意味あるんだよバカ市,,,,,,ID:lAAVTGE00(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0560 名無しどんぶらこ 2025/11/28(金) 00:14:01.66",">>534
高市さまは他人のせいにするのがお得意です
日本はオープンです
だから日中関係が悪くなったのは中国のせいです
具体的なことを言うつもりはありませんでした
失言は質問した岡田と予算委員会を止めるかもしれない枝野のせいです
公表すると約束はしていません
調査すると約束しただけなのに文句言う野田のせいです",,>>534,,,,ID:QfQ+IKsz0(5/10),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0561 名無しどんぶらこ 2025/11/28(金) 00:14:37.54",">>548
え？オレも全部見直したけど政治とカネについて宣ってたの立憲以外あったっけ？",,>>548,,,,ID:hAHTYc4S0(2/28),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0562 名無しどんぶらこ 2025/11/28(金) 00:15:05.79",言い訳する奴にろくなのいない,,,,,,ID:uO4DlBTW0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0563 名無しどんぶらこ 2025/11/28(金) 00:15:29.30",高市になってから全てが悪い方向にしかなってない。本当に頭が悪いからすぐに辞めてもらいたい。,,,,,,ID:RGyV+JIz0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0564 名無しどんぶらこ 2025/11/28(金) 00:15:49.66",">>1
安倍直伝のご飯論法やないかwww",,>>1,,,,ID:1KuYlrVI0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0565 名無しどんぶらこ 2025/11/28(金) 00:16:05.32","さなえあればうれいなしと言いましたが
さなえあれば日中関係悪化しませんとは言ってません
ネトウヨ納得",,,,,,ID:QfQ+IKsz0(6/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0566 名無しどんぶらこ 2025/11/28(金) 00:16:22.24","左は高市をたたけば自分たちに戻ってくると思ってるようだが
高市がいなくなって一番勢力を伸ばすのは参政党",,,,,5,ID:re+yzjZc0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0567 名無しどんぶらこ 2025/11/28(金) 00:17:38.08",">>1
そもそも誰も逮捕されてないから裏金でもない",,>>1,,,,ID:IwgUhRwV0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0568 名無しどんぶらこ 2025/11/28(金) 00:17:45.60",裏金議員の壷率の高さは偶然なのか,,,,,,ID:YAWbbVqy0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0569 名無しどんぶらこ 2025/11/28(金) 00:18:03.89","さなえあればうれいなしと言ってませんでしたか？
さなえあればうれいなしと言いましたが
さなえあれば日中関係悪化しないとは言ってません",,,,,,ID:QfQ+IKsz0(7/10),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0570 名無しどんぶらこ 2025/11/28(金) 00:18:56.07","劣化利根川が首相
ねこの国",,,,,,ID:nbbX7v1F0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0571 名無しどんぶらこ 2025/11/28(金) 00:19:21.01",">>569
ぜんぜんうまくないから２回も繰り返さなくて大丈夫",,>>569,,,,ID:hAHTYc4S0(3/28),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0572 名無しどんぶらこ 2025/11/28(金) 00:19:24.44",">>490
今のところ世界かき乱してトランプに怒られたという実績しかないぞ",,>>490,,,,ID:dqVw1JWi0(1/22),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0573 名無しどんぶらこ 2025/11/28(金) 00:19:34.07",">>566
参政党支持者の9割が高市政権支持とかいう調査もあったな。
収入上がるほど高市政権支持も多くなるらしい",,>>566,,,,ID:Er36zftY0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0574 名無しどんぶらこ 2025/11/28(金) 00:19:34.40",サナ「うるさいなぁ…いま台湾有事のほうやってんの！わかった？😡(イライラ)」,,,,,,ID:GiTiCM4p0(8/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0575 名無しどんぶらこ 2025/11/28(金) 00:19:40.05",">>566
参政党が勢力を伸ばせば
軍部が戦力を伸ばした戦前と同じ
どっちもバカな国民が熱烈支持
あとはボロボロ",,>>566,,,,ID:QfQ+IKsz0(8/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0576 名無しどんぶらこ 2025/11/28(金) 00:19:52.23",維新スタイルやのぉ,,,,,,ID:tZ855i3J0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0577 名無しどんぶらこ 2025/11/28(金) 00:19:55.53",最初からヤル気が無いな⋯,,,,,,ID:8ZCAbDJC0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0578 名無しどんぶらこ 2025/11/28(金) 00:20:04.88","そんなことよりもw
子供じゃないんだからさ…",,,,,,ID:3LPdvgfj0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0579 名無しどんぶらこ 2025/11/28(金) 00:20:29.91","盗撮魔に告ぐ、「これ見てさっさと女性の前から消えなさい。」
https://kabu.tulaner...news/6k1825jrbs.html",https://kabu.tulanerw.org/news/6k1825jrbs.html,https://kabu.tulaner...news/6k1825jrbs.html,,,,ID:DDjzh1060,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0580 名無しどんぶらこ 2025/11/28(金) 00:20:33.69",">>566
https://pbs.twimg.co.../G6p5Lc4bwAEZeHD.jpg
こんな集団どうせ一過性のもんやろ",,>>566,https://pbs.twimg.com/media/G6p5Lc4bwAEZeHD.jpg,https://pbs.twimg.co.../G6p5Lc4bwAEZeHD.jpg,,ID:oALpHWOp0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0581 名無しどんぶらこ 2025/11/28(金) 00:20:40.62",そんなことより削減しようぜ！,,,,,,ID:yAxywCSx0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0582 名無しどんぶらこ 2025/11/28(金) 00:20:50.86",">>1
なめてんのかこの女
台湾有事発言で少しは反省してんのかと思ったがとんでもないな",,>>1,,,,ID:Ck7bnklP0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0583 名無しどんぶらこ 2025/11/28(金) 00:20:53.69",野党は犯罪者が役職についてるもんな,,,,,,ID:uDSnvuR30,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0584 名無しどんぶらこ 2025/11/28(金) 00:21:01.80",">>566
参政党でいいじゃん
高市と言うより自民が既に終わってる
中国とも別に仲良くしなくていいが支持率上げる為にわざわざ揉めてるのは性根が腐り切ってる",,>>566,,,,ID:gmBURR6C0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0585 名無しどんぶらこ 2025/11/28(金) 00:21:14.86",ネトウヨってアホだろ,,,,,,ID:wxj/QrNm0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0586 名無しどんぶらこ 2025/11/28(金) 00:21:29.09","消費税減税やるべきだ発言撤回
総理になっても靖国参拝を続ける発言撤回
トランプ関税見直す発言撤回
嘘つき高市の二枚舌",,,,,,ID:KpyyaK5z0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0587 名無しどんぶらこ 2025/11/28(金) 00:21:53.64","在日米軍が、治外法権を盾に
日本女性をレイプしまくりの状況に対して
（しかも逮捕されない）

「問題ない」

と発言したのが、高市早苗。

どこが愛国者だよ。
こんなアメリカの娼婦が、
どうやって「強い日本！」を実現すんだよ、
笑わせるな。

100回◯ね

こんな売国奴に総理なんかまかせられるか、ボケが",,,,,,ID:pfoCHJ0g0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0588 名無しどんぶらこ 2025/11/28(金) 00:21:59.46",">>572
それは日本政府が明確に否定してます、情報は逐一更新してから発言しましょう。",,>>572,,,,ID:hAHTYc4S0(4/28),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0589 名無しどんぶらこ 2025/11/28(金) 00:22:03.72",募ってはいたが募集はしてない,,,,,,ID:elHuRWSp0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0590 名無しどんぶらこ 2025/11/28(金) 00:22:19.32",">>566
結局ネトウヨ層が問題なんよな
情報リテラシーを持たない人々",,>>566,,,,ID:ZHIfd8DP0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0591 名無しどんぶらこ 2025/11/28(金) 00:22:26.42",さすが自民党,,,,,,ID:HANpYawo0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0592 名無しどんぶらこ 2025/11/28(金) 00:22:27.17","ヒュー
やるじゃん？
恥を知ってたら言えないよこんなセリフ",,,,,,ID:K7hB2UrT0(1/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0593 名無しどんぶらこ 2025/11/28(金) 00:22:28.46","屁理屈ババア
やっぱババアはこうなるわな",,,,,,ID:HcZ0v8DA0(1/2),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0594 名無しどんぶらこ 2025/11/28(金) 00:23:11.20",政権発足からああ言えばこう言うで来てるけどいつまで持つんだろうね,,,,,,ID:RUMN++9W0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0595 名無しどんぶらこ 2025/11/28(金) 00:23:15.82","企業団体献金がいかに国民にダメージ与えるかは米産業の我田引水と鈴木の全力JA擁護で良くわかる

裏金をそんなことで済ます訳にはいかんな",,,,,,ID:DtgwxSPW0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
